"iso3","id","airpolDirectQuestion","question","Perceptions","Behavior","Policy","Health","Priority","Inclusion","surveyedCountries","source","surveyTheme","year","repeatedMeasure","countries","Economy","Region.x","Income.group","Lending.category","Region.y","pm25Avg"
"LTU",159,"Yes","Do you think that, over the last 10 years, the air quality in (OUR COUNTRY) has …?",1,0,0,0,0,1,"Lithuania","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Lithuania","Lithuania","Europe & Central Asia","High income","","Lithuania",10.7
"LTU",1,"Yes","Here is a list of some different environmental problems. Which problem; if any; do you think is the most important for [COUNTRY] as a whole?",1,0,0,0,1,1,"Lithuania","ISSP","environment","2020","2010","Lithuania","Lithuania","Europe & Central Asia","High income","","Lithuania",10.7
"LTU",125,"Yes","How much impact do you think each of the following has on air quality in (OUR COUNTRY)? Does it have a large impact, a moderate impact, a little impact or no impact at all? - Residential energy use (e.g. coal and wood for heating of individual households)",1,0,0,0,0,1,"Lithuania","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Lithuania","Lithuania","Europe & Central Asia","High income","","Lithuania",10.7
"LTU",137,"Yes","In your opinion, is each of the following currently doing too much, doing about the right 
amount or not doing enough to promote good air quality in (OUR COUNTRY)? - households",0,0,0,0,1,1,"Lithuania","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Lithuania","Lithuania","Europe & Central Asia","High income","","Lithuania",10.7
"LTU",158,"Yes","How informed do you feel about air quality problems in (OUR COUNTRY)",1,0,0,0,0,1,"Lithuania","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Lithuania","Lithuania","Europe & Central Asia","High income","","Lithuania",10.7
"LTU",149,"Yes","The ‘National Emission Ceilings’ Directive of the European Parliament and the Conucil set 
ceilings for the total emissions from each country of the main air pollutants (e.g.: sulphur 
dioxide, nitrogen oxides, ammonia and volatile organic compounds). - Have you heard of National Emission Ceilings directive?",1,0,1,0,0,1,"Lithuania","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Lithuania","Lithuania","Europe & Central Asia","High income","","Lithuania",10.7
"LTU",105,"Yes","Would you say that the following consequence of air pollution is a very serious problem, a fairly serious problem, not a very serious 
problem or not a serious problem at all in (OUR COUNTRY)? - asthma",1,0,0,1,0,1,"Lithuania","Eurobarometer 97.2","air pollution","2022","","Lithuania","Lithuania","Europe & Central Asia","High income","","Lithuania",10.7
"LTU",161,"Yes","Would you say that the following consequence of air pollution is a very serious problem, a fairly serious problem, not a very serious 
problem or not a serious problem at all in (OUR COUNTRY)? - Cardiovascular diseases (heart diseases)",1,0,0,1,0,1,"Lithuania","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Lithuania","Lithuania","Europe & Central Asia","High income","","Lithuania",10.7
"LTU",101,"Yes","How informed do you feel about air quality problems in (OUR COUNTRY)",1,0,0,0,0,1,"Lithuania","Eurobarometer 97.2","air pollution","2022","","Lithuania","Lithuania","Europe & Central Asia","High income","","Lithuania",10.7
"LTU",139,"Yes","In your opinion, is each of the following currently doing too much, doing about the right 
amount or not doing enough to promote good air quality in (OUR COUNTRY)? - energy producers",0,0,0,0,1,1,"Lithuania","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Lithuania","Lithuania","Europe & Central Asia","High income","","Lithuania",10.7
"LTU",162,"Yes","Would you say that the following consequence of air pollution is a very serious problem, a fairly serious problem, not a very serious 
problem or not a serious problem at all in (OUR COUNTRY)? - asthma",1,0,0,1,0,1,"Lithuania","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Lithuania","Lithuania","Europe & Central Asia","High income","","Lithuania",10.7
"LTU",106,"Yes","Would you say that the following consequence of air pollution is a very serious problem, a fairly serious problem, not a very serious 
problem or not a serious problem at all in (OUR COUNTRY)? - acidification (Acidification (known as acid rain, affecting forests etc.) and eutrophication (increase of organic matter in an ecosystem, such as excessive growth of algae causing fish die-offs in rivers or lakes)",1,0,0,0,0,1,"Lithuania","Eurobarometer 97.2","air pollution","2022","","Lithuania","Lithuania","Europe & Central Asia","High income","","Lithuania",10.7
"LTU",142,"Yes","Do you agree with the ""Polluters Pays Principle""?",0,0,1,0,0,1,"Lithuania","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Lithuania","Lithuania","Europe & Central Asia","High income","","Lithuania",10.7
"LTU",12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,0,0,0,0,1,"Lithuania","European Quality of Life Survey","life","2016","2003; 2007; 2011","Lithuania","Lithuania","Europe & Central Asia","High income","","Lithuania",10.7
"LTU",132,"Yes","And then?",1,0,0,0,0,1,"Lithuania","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Lithuania","Lithuania","Europe & Central Asia","High income","","Lithuania",10.7
"LTU",117,"Yes","The existing EU air quality standards date from 2004 and 2008. They are overall not as strict as the latest recommendations by the 
World Health Organization (WHO) of 2021 on air quality - Do you believe that the existing EU air quality standards are adequate or not?",0,0,1,0,0,1,"Lithuania","Eurobarometer 97.2","air pollution","2022","","Lithuania","Lithuania","Europe & Central Asia","High income","","Lithuania",10.7
"LTU",166,"Yes","In your opinion, is each of the following currently doing too much, doing about the right amount or not doing enough to promote good 
air quality in (OUR COUNTRY)? - Farmers",0,0,0,0,1,1,"Lithuania","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Lithuania","Lithuania","Europe & Central Asia","High income","","Lithuania",10.7
"LTU",112,"Yes","In your opinion, is each of the following currently doing too much, doing about the right amount or not doing enough to promote good 
air quality in (OUR COUNTRY)? - Public authorities",0,0,1,0,1,1,"Lithuania","Eurobarometer 97.2","air pollution","2022","","Lithuania","Lithuania","Europe & Central Asia","High income","","Lithuania",10.7
"LTU",170,"Yes","In your opinion, is each of the following currently doing too much, doing about the right amount or not doing enough to promote good 
air quality in (OUR COUNTRY)? - Employers (e.g. enabling more sustainable commuting such as biking, public transport, etc.",0,0,0,0,1,1,"Lithuania","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Lithuania","Lithuania","Europe & Central Asia","High income","","Lithuania",10.7
"LTU",163,"Yes","Would you say that the following consequence of air pollution is a very serious problem, a fairly serious problem, not a very serious 
problem or not a serious problem at all in (OUR COUNTRY)? - acidification (Acidification (known as acid rain, affecting forests etc.) and eutrophication (increase of organic matter in an ecosystem, such as excessive growth of algae causing fish die-offs in rivers or lakes)",1,0,0,0,0,1,"Lithuania","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Lithuania","Lithuania","Europe & Central Asia","High income","","Lithuania",10.7
"LTU",111,"Yes","In your opinion, is each of the following currently doing too much, doing about the right amount or not doing enough to promote good 
air quality in (OUR COUNTRY)? - Large industrial installation",0,0,0,0,1,1,"Lithuania","Eurobarometer 97.2","air pollution","2022","","Lithuania","Lithuania","Europe & Central Asia","High income","","Lithuania",10.7
"LTU",167,"Yes","In your opinion, is each of the following currently doing too much, doing about the right amount or not doing enough to promote good 
air quality in (OUR COUNTRY)? - Fossil-fuel based energy producers",0,0,0,0,1,1,"Lithuania","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Lithuania","Lithuania","Europe & Central Asia","High income","","Lithuania",10.7
"LTU",133,"Yes","Which of the following energy systems for heating of households do you consider the most 
environmentally friendly from an air quality perspective? Firstly?",1,0,0,0,0,1,"Lithuania","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Lithuania","Lithuania","Europe & Central Asia","High income","","Lithuania",10.7
"LTU",107,"Yes","In your opinion, which of the following are or would be the most effective ways of tackling problems of air quality",0,0,1,0,0,1,"Lithuania","Eurobarometer 97.2","air pollution","2022","","Lithuania","Lithuania","Europe & Central Asia","High income","","Lithuania",10.7
"LTU",110,"Yes","In your opinion, is each of the following currently doing too much, doing about the right amount or not doing enough to promote good 
air quality in (OUR COUNTRY)? - Fossil-fuel based energy producers",0,0,0,0,1,1,"Lithuania","Eurobarometer 97.2","air pollution","2022","","Lithuania","Lithuania","Europe & Central Asia","High income","","Lithuania",10.7
"LTU",109,"Yes","In your opinion, is each of the following currently doing too much, doing about the right amount or not doing enough to promote good 
air quality in (OUR COUNTRY)? - Farmers",0,0,0,0,1,1,"Lithuania","Eurobarometer 97.2","air pollution","2022","","Lithuania","Lithuania","Europe & Central Asia","High income","","Lithuania",10.7
"LTU",102,"Yes","Do you think that, over the last 10 years, the air quality in (OUR COUNTRY) has …?",1,0,0,0,0,1,"Lithuania","Eurobarometer 97.2","air pollution","2022","","Lithuania","Lithuania","Europe & Central Asia","High income","","Lithuania",10.7
"LTU",169,"Yes","In your opinion, is each of the following currently doing too much, doing about the right amount or not doing enough to promote good 
air quality in (OUR COUNTRY)? - Public authorities",0,0,1,0,1,1,"Lithuania","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Lithuania","Lithuania","Europe & Central Asia","High income","","Lithuania",10.7
"LTU",108,"Yes","In your opinion, is each of the following currently doing too much, doing about the right amount or not doing enough to promote good 
air quality in (OUR COUNTRY)? - Households",0,0,0,0,1,1,"Lithuania","Eurobarometer 97.2","air pollution","2022","","Lithuania","Lithuania","Europe & Central Asia","High income","","Lithuania",10.7
"LTU",114,"Yes","In your opinion, at what level should the issue of air pollution be addressed?",0,0,1,0,0,1,"Lithuania","Eurobarometer 97.2","air pollution","2022","","Lithuania","Lithuania","Europe & Central Asia","High income","","Lithuania",10.7
"LTU",103,"Yes","Would you say that the following consequence of air pollution is a very serious problem, a fairly serious problem, not a very serious 
problem or not a serious problem at all in (OUR COUNTRY)? - Respiratory diseases (eg. Lung diseases)",1,0,0,1,0,1,"Lithuania","Eurobarometer 97.2","air pollution","2022","","Lithuania","Lithuania","Europe & Central Asia","High income","","Lithuania",10.7
"LTU",165,"Yes","In your opinion, is each of the following currently doing too much, doing about the right amount or not doing enough to promote good 
air quality in (OUR COUNTRY)? - Households",0,0,0,0,1,1,"Lithuania","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Lithuania","Lithuania","Europe & Central Asia","High income","","Lithuania",10.7
"LTU",4,"Yes","Thinking about your neighbourhood, to what extent, if at all, was it affected by the following things over the last twelve months? a. Air Pollution",1,0,0,0,0,1,"Lithuania","ISSP","environment","2020","","Lithuania","Lithuania","Europe & Central Asia","High income","","Lithuania",10.7
"LTU",168,"Yes","In your opinion, is each of the following currently doing too much, doing about the right amount or not doing enough to promote good 
air quality in (OUR COUNTRY)? - Large industrial installation",0,0,0,0,1,1,"Lithuania","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Lithuania","Lithuania","Europe & Central Asia","High income","","Lithuania",10.7
"LUX",125,"Yes","How much impact do you think each of the following has on air quality in (OUR COUNTRY)? Does it have a large impact, a moderate impact, a little impact or no impact at all? - Residential energy use (e.g. coal and wood for heating of individual households)",1,0,0,0,0,1,"Luxembourg","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Luxembourg","Luxembourg","Europe & Central Asia","High income","","Luxembourg",8.7
"LUX",104,"Yes","Would you say that the following consequence of air pollution is a very serious problem, a fairly serious problem, not a very serious 
problem or not a serious problem at all in (OUR COUNTRY)? - Cardiovascular diseases (heart diseases)",1,0,0,1,0,1,"Luxembourg","Eurobarometer 97.2","air pollution","2022","","Luxembourg","Luxembourg","Europe & Central Asia","High income","","Luxembourg",8.7
"LUX",145,"Yes","The EU is analysing the current EU air quality policy with a view to publish a new Strategy – a 
Thematic Strategy on Air Pollution – before the end of 2013. Are you aware of this?",0,0,1,0,0,1,"Luxembourg","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Luxembourg","Luxembourg","Europe & Central Asia","High income","","Luxembourg",8.7
"LUX",135,"Yes","There are different ways to reduce harmful emissions to air. In order to reduce these problems 
have you done any of the following in the last two years",0,1,0,0,0,1,"Luxembourg","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Luxembourg","Luxembourg","Europe & Central Asia","High income","","Luxembourg",8.7
"LUX",171,"Yes","In your opinion, at what level should the issue of air pollution be addressed?",0,0,1,0,0,1,"Luxembourg","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Luxembourg","Luxembourg","Europe & Central Asia","High income","","Luxembourg",8.7
"LUX",149,"Yes","The ‘National Emission Ceilings’ Directive of the European Parliament and the Conucil set 
ceilings for the total emissions from each country of the main air pollutants (e.g.: sulphur 
dioxide, nitrogen oxides, ammonia and volatile organic compounds). - Have you heard of National Emission Ceilings directive?",1,0,1,0,0,1,"Luxembourg","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Luxembourg","Luxembourg","Europe & Central Asia","High income","","Luxembourg",8.7
"LUX",170,"Yes","In your opinion, is each of the following currently doing too much, doing about the right amount or not doing enough to promote good 
air quality in (OUR COUNTRY)? - Employers (e.g. enabling more sustainable commuting such as biking, public transport, etc.",0,0,0,0,1,1,"Luxembourg","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Luxembourg","Luxembourg","Europe & Central Asia","High income","","Luxembourg",8.7
"LUX",111,"Yes","In your opinion, is each of the following currently doing too much, doing about the right amount or not doing enough to promote good 
air quality in (OUR COUNTRY)? - Large industrial installation",0,0,0,0,1,1,"Luxembourg","Eurobarometer 97.2","air pollution","2022","","Luxembourg","Luxembourg","Europe & Central Asia","High income","","Luxembourg",8.7
"LUX",147,"Yes","The European Union has developed an extensive body of legislation which establishes health 
based standards and objectives for a number of pollutants in air, called ‘EU air quality 
standards’ - Have you heard of the EU air quality standards",1,0,1,0,0,1,"Luxembourg","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Luxembourg","Luxembourg","Europe & Central Asia","High income","","Luxembourg",8.7
"LUX",118,"Yes","How informed do you feel about air quality problems in (OUR COUNTRY)",1,0,0,0,0,1,"Luxembourg","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Luxembourg","Luxembourg","Europe & Central Asia","High income","","Luxembourg",8.7
"LUX",168,"Yes","In your opinion, is each of the following currently doing too much, doing about the right amount or not doing enough to promote good 
air quality in (OUR COUNTRY)? - Large industrial installation",0,0,0,0,1,1,"Luxembourg","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Luxembourg","Luxembourg","Europe & Central Asia","High income","","Luxembourg",8.7
"LUX",161,"Yes","Would you say that the following consequence of air pollution is a very serious problem, a fairly serious problem, not a very serious 
problem or not a serious problem at all in (OUR COUNTRY)? - Cardiovascular diseases (heart diseases)",1,0,0,1,0,1,"Luxembourg","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Luxembourg","Luxembourg","Europe & Central Asia","High income","","Luxembourg",8.7
"LUX",108,"Yes","In your opinion, is each of the following currently doing too much, doing about the right amount or not doing enough to promote good 
air quality in (OUR COUNTRY)? - Households",0,0,0,0,1,1,"Luxembourg","Eurobarometer 97.2","air pollution","2022","","Luxembourg","Luxembourg","Europe & Central Asia","High income","","Luxembourg",8.7
"LUX",138,"Yes","In your opinion, is each of the following currently doing too much, doing about the right 
amount or not doing enough to promote good air quality in (OUR COUNTRY)? - farmers",0,0,0,0,1,1,"Luxembourg","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Luxembourg","Luxembourg","Europe & Central Asia","High income","","Luxembourg",8.7
"LUX",141,"Yes","In your opinion, is each of the following currently doing too much, doing about the right 
amount or not doing enough to promote good air quality in (OUR COUNTRY)? - public authorities",0,0,1,0,1,1,"Luxembourg","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Luxembourg","Luxembourg","Europe & Central Asia","High income","","Luxembourg",8.7
"LUX",160,"Yes","Would you say that the following consequence of air pollution is a very serious problem, a fairly serious problem, not a very serious 
problem or not a serious problem at all in (OUR COUNTRY)? - Respiratory diseases (eg. Lung diseases)",1,0,0,1,0,1,"Luxembourg","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Luxembourg","Luxembourg","Europe & Central Asia","High income","","Luxembourg",8.7
"LUX",169,"Yes","In your opinion, is each of the following currently doing too much, doing about the right amount or not doing enough to promote good 
air quality in (OUR COUNTRY)? - Public authorities",0,0,1,0,1,1,"Luxembourg","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Luxembourg","Luxembourg","Europe & Central Asia","High income","","Luxembourg",8.7
"LUX",128,"Yes","How much impact do you think each of the following has on air quality in (OUR COUNTRY)? Does it have a large impact, a moderate impact, a little impact or no impact at all? - emissions from international transport (e.g. ships and airplanes)",1,0,0,0,0,1,"Luxembourg","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Luxembourg","Luxembourg","Europe & Central Asia","High income","","Luxembourg",8.7
"LUX",174,"Yes","The existing EU air quality standards date from 2004 and 2008. They are overall not as strict as the latest recommendations by the 
World Health Organization (WHO) of 2021 on air quality - Do you believe that the existing EU air quality standards are adequate or not?",0,0,1,0,1,0,"Luxembourg","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Luxembourg","Luxembourg","Europe & Central Asia","High income","","Luxembourg",8.7
"LUX",167,"Yes","In your opinion, is each of the following currently doing too much, doing about the right amount or not doing enough to promote good 
air quality in (OUR COUNTRY)? - Fossil-fuel based energy producers",0,0,0,0,1,1,"Luxembourg","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Luxembourg","Luxembourg","Europe & Central Asia","High income","","Luxembourg",8.7
"LUX",132,"Yes","And then?",1,0,0,0,0,1,"Luxembourg","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Luxembourg","Luxembourg","Europe & Central Asia","High income","","Luxembourg",8.7
"LUX",116,"Yes","The European Union has developed an extensive body of legislation which establishes health based standards and objectives for a 
number of pollutants in air, called 'EU air quality standards' - Have you heard of the EU air quality standards?",1,0,1,0,0,1,"Luxembourg","Eurobarometer 97.2","air pollution","2022","","Luxembourg","Luxembourg","Europe & Central Asia","High income","","Luxembourg",8.7
"LUX",103,"Yes","Would you say that the following consequence of air pollution is a very serious problem, a fairly serious problem, not a very serious 
problem or not a serious problem at all in (OUR COUNTRY)? - Respiratory diseases (eg. Lung diseases)",1,0,0,1,0,1,"Luxembourg","Eurobarometer 97.2","air pollution","2022","","Luxembourg","Luxembourg","Europe & Central Asia","High income","","Luxembourg",8.7
"LUX",172,"Yes","There are different ways to reduce harmful emissions into the air. In order to reduce such emissions, have you done any of the 
following in the last two years?",0,1,0,0,0,1,"Luxembourg","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Luxembourg","Luxembourg","Europe & Central Asia","High income","","Luxembourg",8.7
"LUX",137,"Yes","In your opinion, is each of the following currently doing too much, doing about the right 
amount or not doing enough to promote good air quality in (OUR COUNTRY)? - households",0,0,0,0,1,1,"Luxembourg","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Luxembourg","Luxembourg","Europe & Central Asia","High income","","Luxembourg",8.7
"LUX",136,"Yes","In your opinion, which of the following would be the most effective ways of tackling air-related 
problems? ( MAX 3 ANSWERS)",0,0,1,0,0,1,"Luxembourg","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Luxembourg","Luxembourg","Europe & Central Asia","High income","","Luxembourg",8.7
"LUX",173,"Yes","The European Union has developed an extensive body of legislation which establishes health based standards and objectives for a 
number of pollutants in air, called 'EU air quality standards' - Have you heard of the EU air quality standards?",1,0,1,0,0,1,"Luxembourg","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Luxembourg","Luxembourg","Europe & Central Asia","High income","","Luxembourg",8.7
"LUX",127,"Yes","How much impact do you think each of the following has on air quality in (OUR COUNTRY)? Does it have a large impact, a moderate impact, a little impact or no impact at all? - Emissions from cars and trucks",1,0,0,0,0,1,"Luxembourg","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Luxembourg","Luxembourg","Europe & Central Asia","High income","","Luxembourg",8.7
"LUX",112,"Yes","In your opinion, is each of the following currently doing too much, doing about the right amount or not doing enough to promote good 
air quality in (OUR COUNTRY)? - Public authorities",0,0,1,0,1,1,"Luxembourg","Eurobarometer 97.2","air pollution","2022","","Luxembourg","Luxembourg","Europe & Central Asia","High income","","Luxembourg",8.7
"LUX",113,"Yes","In your opinion, is each of the following currently doing too much, doing about the right amount or not doing enough to promote good 
air quality in (OUR COUNTRY)? - Employers (e.g. enabling more sustainable commuting such as biking, public transport, etc.",0,0,0,0,1,1,"Luxembourg","Eurobarometer 97.2","air pollution","2022","","Luxembourg","Luxembourg","Europe & Central Asia","High income","","Luxembourg",8.7
"LUX",166,"Yes","In your opinion, is each of the following currently doing too much, doing about the right amount or not doing enough to promote good 
air quality in (OUR COUNTRY)? - Farmers",0,0,0,0,1,1,"Luxembourg","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Luxembourg","Luxembourg","Europe & Central Asia","High income","","Luxembourg",8.7
"LUX",115,"Yes","There are different ways to reduce harmful emissions into the air. In order to reduce such emissions, have you done any of the 
following in the last two years?",0,1,0,0,0,1,"Luxembourg","Eurobarometer 97.2","air pollution","2022","","Luxembourg","Luxembourg","Europe & Central Asia","High income","","Luxembourg",8.7
"LUX",129,"Yes","How much impact do you think each of the following has on air quality in (OUR COUNTRY)? Does it have a large impact, a moderate impact, a little impact or no impact at all? - Emissions from industrial production (steel, cement, pulp and paper etc) and from fossil fuel power stations",1,0,0,0,0,1,"Luxembourg","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Luxembourg","Luxembourg","Europe & Central Asia","High income","","Luxembourg",8.7
"LUX",158,"Yes","How informed do you feel about air quality problems in (OUR COUNTRY)",1,0,0,0,0,1,"Luxembourg","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Luxembourg","Luxembourg","Europe & Central Asia","High income","","Luxembourg",8.7
"LUX",146,"Yes","What do you think should be the main priorities of this new strategy?",0,0,1,0,1,1,"Luxembourg","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Luxembourg","Luxembourg","Europe & Central Asia","High income","","Luxembourg",8.7
"LUX",133,"Yes","Which of the following energy systems for heating of households do you consider the most 
environmentally friendly from an air quality perspective? Firstly?",1,0,0,0,0,1,"Luxembourg","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Luxembourg","Luxembourg","Europe & Central Asia","High income","","Luxembourg",8.7
"LUX",107,"Yes","In your opinion, which of the following are or would be the most effective ways of tackling problems of air quality",0,0,1,0,0,1,"Luxembourg","Eurobarometer 97.2","air pollution","2022","","Luxembourg","Luxembourg","Europe & Central Asia","High income","","Luxembourg",8.7
"LUX",134,"Yes","And then?",1,0,0,0,0,1,"Luxembourg","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Luxembourg","Luxembourg","Europe & Central Asia","High income","","Luxembourg",8.7
"LUX",143,"Yes","In your opinion, how can air pollution challenges be best addressed?",0,0,1,0,0,1,"Luxembourg","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Luxembourg","Luxembourg","Europe & Central Asia","High income","","Luxembourg",8.7
"LUX",148,"Yes","Do you believe that the existing EU air quality standards are adequate or not",0,0,1,0,0,1,"Luxembourg","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Luxembourg","Luxembourg","Europe & Central Asia","High income","","Luxembourg",8.7
"LUX",144,"Yes","Do you think the EU should propose additional measures to address air quality-related 
problems in Europe?",0,0,1,0,0,1,"Luxembourg","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Luxembourg","Luxembourg","Europe & Central Asia","High income","","Luxembourg",8.7
"LUX",139,"Yes","In your opinion, is each of the following currently doing too much, doing about the right 
amount or not doing enough to promote good air quality in (OUR COUNTRY)? - energy producers",0,0,0,0,1,1,"Luxembourg","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Luxembourg","Luxembourg","Europe & Central Asia","High income","","Luxembourg",8.7
"LUX",109,"Yes","In your opinion, is each of the following currently doing too much, doing about the right amount or not doing enough to promote good 
air quality in (OUR COUNTRY)? - Farmers",0,0,0,0,1,1,"Luxembourg","Eurobarometer 97.2","air pollution","2022","","Luxembourg","Luxembourg","Europe & Central Asia","High income","","Luxembourg",8.7
"LUX",106,"Yes","Would you say that the following consequence of air pollution is a very serious problem, a fairly serious problem, not a very serious 
problem or not a serious problem at all in (OUR COUNTRY)? - acidification (Acidification (known as acid rain, affecting forests etc.) and eutrophication (increase of organic matter in an ecosystem, such as excessive growth of algae causing fish die-offs in rivers or lakes)",1,0,0,0,0,1,"Luxembourg","Eurobarometer 97.2","air pollution","2022","","Luxembourg","Luxembourg","Europe & Central Asia","High income","","Luxembourg",8.7
"LUX",140,"Yes","In your opinion, is each of the following currently doing too much, doing about the right 
amount or not doing enough to promote good air quality in (OUR COUNTRY)? - car manufacturers",0,0,0,0,1,1,"Luxembourg","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Luxembourg","Luxembourg","Europe & Central Asia","High income","","Luxembourg",8.7
"LUX",163,"Yes","Would you say that the following consequence of air pollution is a very serious problem, a fairly serious problem, not a very serious 
problem or not a serious problem at all in (OUR COUNTRY)? - acidification (Acidification (known as acid rain, affecting forests etc.) and eutrophication (increase of organic matter in an ecosystem, such as excessive growth of algae causing fish die-offs in rivers or lakes)",1,0,0,0,0,1,"Luxembourg","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Luxembourg","Luxembourg","Europe & Central Asia","High income","","Luxembourg",8.7
"LUX",159,"Yes","Do you think that, over the last 10 years, the air quality in (OUR COUNTRY) has …?",1,0,0,0,0,1,"Luxembourg","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Luxembourg","Luxembourg","Europe & Central Asia","High income","","Luxembourg",8.7
"LUX",126,"Yes","How much impact do you think each of the following has on air quality in (OUR COUNTRY)? Does it have a large impact, a moderate impact, a little impact or no impact at all? - Agriculture – emissions from farms, fertilizers and burning of agricultural waste",1,0,0,0,0,1,"Luxembourg","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Luxembourg","Luxembourg","Europe & Central Asia","High income","","Luxembourg",8.7
"LUX",131,"Yes","Which of the following car fuel systems do you consider the most environmentally friendly 
from an air quality perspective? Firstly?",1,0,0,0,0,1,"Luxembourg","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Luxembourg","Luxembourg","Europe & Central Asia","High income","","Luxembourg",8.7
"LUX",130,"Yes","Which of the following do you believe are the main threats to air quality in (OUR COUNTRY)? (MAX 3 ANSWERS)",1,0,0,0,0,1,"Luxembourg","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Luxembourg","Luxembourg","Europe & Central Asia","High income","","Luxembourg",8.7
"LUX",142,"Yes","Do you agree with the ""Polluters Pays Principle""?",0,0,1,0,0,1,"Luxembourg","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Luxembourg","Luxembourg","Europe & Central Asia","High income","","Luxembourg",8.7
