ID;Title;Authors;Abstract;Author.Keywords;Scopus.Keywords;WOS.Keywords;Perceptions;Behavior;Policy;Health;Priority;Inclusion;reader
675;Local perception of indoor air pollution with use of biofuel in rural communities of Uchalli Wetlands complex, salt range Pakistan;"Ali Z.; Shelly S.Y.; Bibi F.; Nasir Z.A.; Colbeck I.";"More than 2.4 billion people around the world in the rural community depend on biomass fuel (wood, charcoal animal dung, and crop residue). Incomplete combustion of this fuel has led to increased amounts of indoor pollution and raise in global warming; this has further led to the increase in the incidence of diseases. Therefore, interventions to reduce biomass fuel related emission by alternative fuels and improved combustion efficiency can improve health, add to socioeconomic development. The area selected for sampling was the Uchalli Wetlands Complex which in the Northwest of Khushab district in Pakistan which houses three saline lakes surrounded by forest and villages. A questionnaire was designed with questions regarding the household fuel use and techniques to improve livelihood and to create awareness and locals from the age of 19-95 were interviewed with a majority of males, houses in the area were mainly of stone blocks and majority males in the area worked in the city. Combined family system was prevalent in the area (80%) with about 42% of the population having no formal education. A wide variety of stoves were observed in the area with wives having a major decision (69%) in fuel choice which mainly depended on the cheapness and availability of the fuel. The cooking being mostly done (79.8%) outside in summers and indoors in winters. Majority of the respondents (94.7%) were aware that liquid petroleum gas and natural gas are better ways of reducing pollution and decreasing the incidence of diseases which included using dry wood, proper ventilation and many others.";;Animalia;;1;1;0;0;0;1;Ella
73;MODIFICATIONS OF HEALTH BEHAVIOR IN RESPONSE TO AIR-POLLUTION NOTIFICATIONS IN COPENHAGEN;"SKOV, T; CORDTZ, T; JENSEN, LK; SAUGMAN, P; SCHMIDT, K; THEILADE, P";Ambient air quality is a major issue today in large cities all over the world. On the theoretical background of the health belief model and the health locus of control model, we studied the knowledge and beliefs about air pollution and the modifications of health behaviour brought about by information to the public about projected levels of air pollution, with special emphasis on reduction of outdoor activity and avoidance of car driving. Data were collected with a questionnaire among a sample of residents in the Copenhagen area. The respondents were almost universally knowledgeable about the prime emission source and concerned about the possible health effects of the air pollution in the area. Avoidance of outdoor activity was associated with personal experiences of symptoms ascribed to the air pollution, employment status, and with female sex, but not with knowledge or beliefs about the degree or health implications of the air pollution. The willingness to avoid car driving was positively associated with the belief that one can oneself influence one's health and with female sex. Lung diseased respondents were generally more prone to protect themselves than the healthy, both by avoiding outdoor activity and by being less willing to avoid car driving. The present study was conducted in an only moderately polluted city, and it is not clear whether the findings and conclusions can be generalized to more polluted cities. The study partly supported the underlying theories of the determinants of health behaviour, but also indicated a need for a broader theoretical framework, incorporating aspects of the respondents' life situation and personal experience which would be relevant to the specific type of health behaviour under study.;"AIR POLLUTION; HEALTH BEHAVIOR; TRAFFIC INTENSITY; MOTOR VEHICLE EXHAUST; OUTDOOR ACTIVITY; HEALTH BELIEF MODEL; HEALTH LOCUS OF CONTROL";"Adult; Aged; Air Pollution; Automobile Driving; Denmark; Environmental Monitoring; Female; Health Behavior; Human; Knowledge, Attitudes, Practice; Lung Diseases; Male; Middle Age; Questionnaires; Support, Non-U.S. Gov't; Vehicle Emissions; Denmark, Copenhagen; air pollution; automobile pollution; health behaviour; outdoor activity; pollution notification; questionnaire data; survey data; theoretical framework; urban area; adult; aged; air pollution; air quality; ambient air; article; behavior; car driving; denmark; experience; health; health status; human; lung disease; major clinical study; motor vehicle; pollution; questionnaire; smog";;0;1;0;1;0;1;Keith
112;The 'advancedness' of knowledge in pollution-saving technological change with a qualitative application to SO2 cap and trade;Grover D.;This paper investigates the extent to which 'advanced' knowledge and technology played a role in the SO2 compliance process in electric power plants under the US SO2 cap and trade program. It investigates the hypothesis that advanced knowledge and technology dedicated to pollution abatement played a minor role in that process while relatively unadvanced forms of knowledge and technology played the main role. New qualitative evidence in this somewhat well-known case is considered: interviews with electric power plant R&D managers, plant-level compliance data, and the changes undergone by boiler manufacturer, coal mining and railroad companies in the supply chain. Advanced knowledge dedicated to pollution abatement like the type now being emphasised for carbon capture and storage (CCS) played a minor role, while unadvanced knowledge and technology played the main role. While there are clearly limits to how far this unadvanced knowledge and technology finding can be generalised to GHG emission control, the specific aspects of the SO2 case that might be broadly informative of the response to GHG emissions are elaborated. In any case, the paper shows how 'innovation' in pollution control can be inexpensive and effective without involving very much advanced knowledge and technology for pollution control. © 2013 Elsevier B.V.;"Air pollution; Innovation; Knowledge; Supply chain; Technological change";"United States; atmospheric pollution; carbon sequestration; ecological economics; greenhouse gas; innovation; knowledge; pollution control; power plant; questionnaire survey; trade-off";;0;0;0;0;0;0;Keith
117;Influence of environmental variables on thermal comfort and air quality perception in office buildings in the humid subtropical climate zone of Brazil;"de Oliveira, CC; Rupp, RF; Ghisi, E";This study evaluates the influence of environmental variables on users' thermal comfort and air quality perception in the humid subtropical climate of Florianopolis, southern Brazil. A building with central air-conditioning system and three mixed-mode buildings, which alternated between natural ventilation and air-conditioning modes, were investigated. Statistical analyses were performed considering environmental data collected in situ between 2014 and 2016 - using microclimate stations, a portable thermo-anemometer and a CO2 analyser - and users' subjective responses obtained by means of an electronic questionnaire. Results showed a direct influence of air temperature and humidity ratio and indirect influence of air movement on thermal comfort. In addition, thermal, air movement and humidity sensation, preference and acceptability affected thermal comfort and air quality perception, highlighting the importance of carrying out a complete assessment of users' perception of the thermal environment. This work supports the use of the ASHRAE 55 adaptive thermal comfort model for mixed-mode buildings under natural ventilation operation. Based on the results obtained in this study, the use of hybrid ventilation strategy is recommended for energy savings due to reducing the use of air-conditioning and improving indoor air quality as there is a decrease in air pollutants level. (C) 2021 Elsevier B.V. All rights reserved.;"Air temperature; Air movement; Humidity ratio; Carbon dioxide (CO2); Mixed-mode buildings";"Air; Air conditioning; Air quality; Atmospheric temperature; Energy conservation; Indoor air pollution; Office buildings; Thermal comfort; Tropics; Ventilation; Air movement; Air temperature; Carbon dioxide (CO2); Environmental variables; Humidity ratio; Mixed mode; Mixed-mode building; Quality perceptions; Subtropical climates; Thermal; Carbon dioxide";"RELATIVE-HUMIDITY; ENERGY; WARM; MOVEMENT; HOT; VENTILATION; FIELD; PRODUCTIVITY; TEMPERATURE; PERFORMANCE";0;0;0;0;0;0;Keith
131;Exposure and perception of PM2.5 pollution on the mental stress of pregnant women;"Li J.; Huang L.; Han B.; van der Kuijp T.J.; Xia Y.; Chen K.";Prenatal exposure to ambient PM2.5 has been proved to be related to pregnant women's physical health and birth outcomes. However, the damage from air pollution on pregnant women's mental health has not been fully discussed. A case-control study was conducted to evaluate the effects of PM2.5 exposure and risk perception on the mental stress of pregnant women. A total of 605 pregnant women, including 403 high symptoms of stress cases and 202 matched controls, were recruited from January 2018 to December 2018 in Nanjing, among which 313 high symptoms of stress cases and 144 matched controls were included in the analysis. Meaningfully high symptoms of anxiety were defined with a score of 6 points or greater on the phobic anxiety subscale of the Crown-Crisp index. We found that the PM2.5 effect perceived by the case group was significantly higher than the control group, and the PM2.5 exposure of the case group was also significantly higher than that of the control group. Binary logistic regression showed that for each increase in unit of PM2.5 exposure, the risk of pregnant women suffering from high mental stress increased by 13.76% (95 %CI: 8.26–19.53%). Through path analysis modeling, we found that in the case group, perceived indoor attributions not only had a direct impact on mental stress (p < 0.001), but also played a key mediating role in the impact of average daily dose of PM2.5 on mental stress (p < 0.001). The high level of mental stress is not only affected by objective exposure, but also by subjective perceptions in the case group. Considering the significant effect of PM2.5 exposure on mental stress, pregnant women are recommended to spend appropriate amounts of time outdoors during clean air days. In addition, the mediating role of risk perception cannot be ignored. It is necessary to reassure pregnant women not to become overly concerned about the risk of PM2.5 pollution and reduce their psychological burden. © 2021 The Authors;"Mental stress; PM<sub>2.5</sub>; Pregnant women; Risk perception";"Air Pollutants; Air Pollution; Case-Control Studies; Environmental Exposure; Female; Humans; Particulate Matter; Perception; Pregnancy; Pregnant Women; China; Jiangsu; Nanjing [Jiangsu]; Pollution control; Regression analysis; Ambients; Control groups; Matched controls; Mediating roles; Mental health; Mental stress; Physical health; PM$-2.5$; Pregnant woman; Prenatal exposure; mental health; particulate matter; pollution exposure; pregnancy; risk perception; symptom; womens health; adult; air pollution; anxiety; Article; Beck Anxiety Inventory; breathing rate; case control study; confirmatory factor analysis; controlled study; depression; disease simulation; environmental exposure; environmental factor; exploratory factor analysis; female; headache; human; indoor air pollution; interview; job stress; Likert scale; major clinical study; mental health; mental stress; oxidative stress; particulate matter 2.5; path analysis; perception; phobia; physical activity; PM2.5 exposure; pollution; pregnancy; pregnancy outcome; pregnant woman; questionnaire; risk factor; risk perception; sleep disordered breathing; smoking; work environment; adverse event; air pollutant; air pollution; particulate matter; perception; pregnant woman; Risk perception";;1;0;0;1;0;1;Keith
158;Air quality change and public perception during the COVID-19 lockdown in India;"Sekar, A; Jasna, RS; Binoy, BV; Mohan, P; Varghese, GK";This study aims at analyzing the change in air quality following the COVID-19 lockdown in India and its perception by the general public. Air quality data for 100 days recorded at 193 stations throughout India were analyzed between 25th March to 17th May 2020. A nationwide online survey was conducted to obtain public perceptions of air quality improvement (n = 1750). On average, approximately 40% improvement in the air quality index was observed, contributed by a reduction in 40% of PM10, 44% of PM2.5, 51% of NO2 and 21% of SO2. There was a significant difference between the levels of all the pollu-tants before and after the lockdown (p < 0.05), except ozone. The correlation between PM10 and PM2.5 with ozone was significant after the lockdown period, indicating that a significant portion of the partic-ulates present in the atmosphere after the lockdown period is secondary. The values of PM2.5/PM10 were found to be >0.5 in North East states and this observation points to the long-distance transport of PM2.5 from other places. The survey for public perception showed that 60% of the respondents perceived improvement in air quality. Household emissions were perceived to be a significant source of pollution after the lockdown. An odds ratio (OR) of 17 (95%, CI: 6.42, 47.04) indicated a very high dependence of perception on actual air quality. OR between air quality and health improvement was 5.2 (95%, CI: 2.69, 10.01), indicating significant health improvement due to air quality improvement. Google Trends analysis showed that media did not influence shaping the perception. There was a significant improve-ment in the actual and perceived air quality in India after the COVID-19-induced lockdown. PM10 levels had the most decisive influence in shaping public perception.(c) 2022 International Association for Gondwana Research. Published by Elsevier B.V. All rights reserved.;"COVID-19; Air quality; Perceived air quality; Lockdown; Odds ratio";"India; air quality; atmospheric pollution; COVID-19; lockdown; ozone; particulate matter; source apportionment";"PARTICULATE MATTER PM; HEALTH-RISK; POLLUTION; VISIBILITY; TRENDS; IMPACT; URBAN; ANNOYANCE; KNOWLEDGE; AREA";1;0;0;1;0;1;Keith
224;An assessment of perceptions of air quality surrounding the implementation of a traffic-reduction measure in a local urban environment;"Schmitz, S; Weiand, L; Becker, S; Niehoff, N; Schwartzbach, F; von Schneidemesser, E";Poor air quality remains a major environmental and health risk in Europe, despite improvements over the last few decades. Consistent exceedances of the nitrogen dioxide air quality limit values at a roadside monitoring station in Potsdam, owing to heavy local and commuter individual motorized traffic, prompted the city administration to implement a trial traffic measure aimed at reducing motorized traffic to improve air quality. This study analysed data (n = 3553) from a questionnaire carried out prior to the implementation of the trial traffic measure. This research provides a case-study to contribute to the understanding of general determinants of air quality perceptions, and policy-relevant information regarding how citizens perceive air quality in the context of a 'hard' policy measure. A subset of variables was used to build an ordinal logistic regression model to assess the explanatory power for air quality perceptions. Gender, perceived health status, level of concern for air quality, level of concern for climate change, and the desire for greater access to information regarding air quality were factors found to be significant in their explanatory power of perceptions of air quality. The results are discussed in the broader policy context of attempts to improve air quality in urban environments.;"Air quality; Perception; Sustainable urban transport; Spatial analysis; Local; Transdisciplinary";"Climate change; Health risks; Nitrogen oxides; Regression analysis; Sensory perception; Urban planning; Urban transportation; Environmental and health risks; Local; Ordinal logistic regression; Quality perceptions; Roadside monitoring station; Spatial analysis; Transdisciplinary; Urban transport; Air quality";"POLLUTION; HEALTH; BEHAVIOR";1;0;1;0;0;1;Keith
242;State of science and knowledge gaps with respect to air pollution impacts on forests: Reports from concurrent IUFRO 7.04.00 working party sessions;"Percy, K; Bucher, J; Cape, J; Ferretti, M; Heath, R; Jones, HE; Karnosky, D; Matyssek, R; Muller-Starck, G; Paoletti, E; Rosengren-Brinck, U; Sheppard, L; Skelly, J; Weetman, G";;;;;0;0;0;0;0;0;Keith
255;Exposure to online news about air pollution and public trust in regulators in China: a moderated mediation analysis of perceived risk and perceived news credibility;Huang, Q;Public trust in regulators is critical to the effective management of environmental risks. This study proposes a model to explicate how people's online news exposure, perceived risk, and perceived news credibility influence their trust in regulators concerning the issue of air pollution in China. An online survey showed that perceived risk fully mediated the relationship between online news exposure and trust in regulators. Through moderating the association between online news exposure and perceived risk, perceived news credibility also moderated the indirect effect: the negative indirect effect of online news exposure on trust in regulators via perceived risk was stronger when the level of perceived news credibility was high than when it was low. The results suggest that online news that attempts to make the public more conscious of air pollution hazards reduces public trust in regulators, especially when people perceive the news as highly credible. News media are supposed to inform the public of the issue and thus help air pollution management. However, the findings alert us that the amplification of public risk perception resulting from frequent online news exposure and the subsequent decline in public trust in regulators might impede the effective regulation of air pollution.;"Online news exposure; perceived risk; perceived news credibility; trust in regulators; air pollution";;;0;0;0;0;0;0;Keith
269;Determinants of Beijing Residents’ Intentions to Take Protective Behaviors against Smog: An Application of the Health Belief Model;"Chen Y.; Liu X.";Severe smog, a form of air pollution, has become a threat to public health in Beijing, China. To examine Beijing residents’ protective behavioral intentions against smog, we proposed a conceptual model, which applies the health belief model (HBM) and specifies the roles of three distal predictors: exposure to news, discussion, and worry. The proposed model was tested in the context of protective behavioral intentions (i.e., intention to wear facemask & intention to use air purifier). Data were collected from Beijing residents during the period from 2/27 to 3/7 in 2017. Structural-equation-modeling (SEM) analyses of valid cases (N = 523) found support for the health belief model regarding the positive effects of perceived threat, perceived benefit, and perceived self-efficacy on intention to wear facemask or intention to use air purifier. Perceived barrier has a negative effect on intention to use air purifier, but is not related to intention to wear facemask. Neither exposure nor discussion is related to perceived threat. The effect of worry on intention to wear facemaskor intention to use air purifier is mediated by perceived threat. This proposed mediating mechanism is superior to the reverse mechanism (that worry mediates perceived threat). Implications of findings were discussed. © 2021 Taylor & Francis Group, LLC.;;"Beijing; Health Behavior; Health Belief Model; Humans; Intention; Smog; Surveys and Questionnaires; behavior; China; health behavior; Health Belief Model; human; questionnaire; smog";;1;1;0;1;0;1;Keith
289;Ambient air pollution perception and coping behaviour among hikers;Wang, WC;Air pollution is becoming a global issue affecting many places around the world. In recent years, issues regarding air quality, leisure-time physical activity and tourists' behavioural intentions have been of considerable concern. This study aims to explore the impact of air pollution on hikers' hiking behaviour based on the stress coping theory and also examine the differences of hikers from two locations within different air quality. On-site questionnaire survey was conducted to understand hikers' perceptions of air pollution, stress induced by air pollution, and coping behaviours. Overall, 400 questionnaires were completed, of which 336 were valid. Results of independent t-test indicated that although the air quality of Xiangshan was better than Shoushan for long periods of time, Xiangshan hikers were more likely to use absolute substitution than Shoushan hikers when facing air pollution. Moreover, based on the results of the regression analysis, perception of air pollution and stress associated with air pollution were determined to be correlated with coping behaviours. Behavioural coping strategies rather than cognitive coping strategies were employed when hikers encountered air pollution. Finally, managerial implications and suggestions for future research were proposed based on the results.;"Outdoor recreation; air quality; coping strategy; hiking; tourists";"China; Jiangxi; Xiangshan; air quality; ambient air; atmospheric pollution; perception; questionnaire survey; tourist behavior";"TIME PHYSICAL INACTIVITY; OUTDOOR RECREATION; ASSOCIATION; SUBSTITUTABILITY; SUBSTITUTION; TOURISM; QUALITY; ANGLERS; ALERTS; HEALTH";1;1;0;0;0;1;Keith
309;Public perceptions of air pollution and its health impacts in Greater Kuala Lumpur;"Chang, FJ; Ashfold, MJ";"Air pollution is a globally pervasive health hazard but the risks it poses can be overlooked by the public. To explore the significance of this problem in Greater Kuala Lumpur (KL), Malaysia, we conducted a survey of the public (n = 165). We found (1) an appreciation for the importance of motor vehicles as a source of air pollution; (2) little reported engagement with the official Air Pollution Index (API); (3) a lack of awareness of the long-term health effects of air pollution and (4) reports of a substantial impact of air pollution on day-to-day life. While our survey sample is not representative of the population of Greater KL, our findings are broadly consistent with those of others and underscore a need for improved communication to the public of risks posed by air pollution. Tightened standards underlying the Malaysian API and improved dissemination of real-time air quality updates may be important opportunities to achieve this.";"air pollution; public perception; health risk; Malaysia; Greater Kuala Lumpur";;;1;1;0;0;0;1;Keith
319;Particulate matter source attribution and restaurant mitigation behavioral intentions: an application of attribution theory;"Jang, E; Yoo, JJE; Cho, M";Purpose As commercial cooking is known as a source that generates great concentrations of particulate matter (PM) emissions first accumulating in kitchens before spreading to dining areas, this study aims to explore how to improve restaurants' efforts to reduce PM emissions by the application of attribution theory. Design/methodology/approach Data were obtained from restaurant managers operating their business in South Korea, considered to be qualified to provide accurate information regarding the survey questions. A scenario-based experimental approach was used to test the hypothesized relationships. Cognitive and emotional risk judgements were assessed for its potential interaction effects on the relationships between restaurant perceptions of PM source attributions, preventions attitudes and mitigation behavioral intentions. Findings Results revealed that perceptions of PM main sources were attributed to internal rather than external factors, which improved mitigation behavioral intentions. Such an effect was partially mediated through PM pollution prevention attitudes. Additionally, when applying external source attributions, PM mitigation behavioral intentions were improved by cognitive risk judgements, and PM prevention attitudes were enhanced by affective risk judgements. Research limitations/implications Results assist restaurants to better understand their operations that may be emitting significant levels of PM, thereby encouraging them to set more ambitious and effective PM mitigation operational guidelines for their employees and diners. Originality/value This study provides a fundamental baseline of management perceptions regarding PM emissions related to restaurant mitigation behavioral intentions. Results are useful in designing appropriate communication strategies addressing restaurant PM pollution issues to improve internal restaurant practices regarding clean air quality.;"Attribution theory; Particulate matter; Cognitive and affective risk judgements; Commercial cooking; Mitigation behavioral intentions; Risk attribution";;"RISK PERCEPTION; CLIMATE-CHANGE; COOKING; POLLUTION; BELIEFS";1;1;0;0;0;1;Keith
347;Public Perceptions of How Long Air Pollution and Carbon Dioxide Remain in the Atmosphere;"Dryden, R; Morgan, MG; Bostrom, A; de Bruin, WB";The atmospheric residence time of carbon dioxide is hundreds of years, many orders of magnitude longer than that of common air pollution, which is typically hours to a few days. However, randomly selected respondents in a mail survey in Allegheny County, PA (N = 119) and in a national survey conducted with MTurk (N = 1,013) judged the two to be identical (in decades), considerably overestimating the residence time of air pollution and drastically underestimating that of carbon dioxide. Moreover, while many respondents believed that action is needed today to avoid climate change (regardless of cause), roughly a quarter held the view that if climate change is real and serious, we will be able to stop it in the future when it happens, just as we did with common air pollution. In addition to assessing respondents' understanding of how long carbon dioxide and common air pollution stay in the atmosphere, we also explored the extent to which people correctly identified causes of climate change and how their beliefs affect support for action. With climate change at the forefront of politics and mainstream media, informing discussions of policy is increasingly important. Confusion about the causes and consequences of climate change, and especially about carbon dioxide's long atmospheric residence time, could have profound implications for sustained support of policies to achieve reductions in carbon dioxide emissions and other greenhouse gases.;"Air pollution; atmospheric residence time; carbon dioxide";"Allegheny County; Pennsylvania; United States; Air pollution; Carbon dioxide; Global warming; Greenhouse gases; Pollution; Surveys; Atmospheric residence time; Carbon dioxide emissions; Mail surveys; Mainstream media; National surveys; Orders of magnitude; Public perception; Residence time; atmospheric pollution; carbon dioxide; carbon emission; climate change; emission control; greenhouse gas; perception; questionnaire survey; residence time; Climate change";"GLOBAL CLIMATE-CHANGE; PEOPLE KNOW; CHANGE RISK; KNOWLEDGE; SCIENCE";1;0;0;0;0;1;Keith
369;RETRACTED: Nationwide response to air pollution: Environmental behavior model based on self-identity and social identity process (Retracted Article);"Huang, LP; Ou, J; Gao, J";Environmental problems such as air pollution are global, and are created by human collective behavior. Accordingly, their remedies call for residents to transform their Pro-environmental behavior (PEB) from individual level to collective level. Based on the perspective of self-identity process and social identity process, this research proposes a comprehensive model by integrating elements from theory of planned behavior (TPB), self-identity theory and social identity theory. To assess the model, we have designed questionnaire and collected the survey data using Questionnaire Star (a professional data platform in China). The data were analyzed using both structural equation model (AMOS) and regression analysis (SPSS). It is found that there exist interactions between individual and collective factors, and their positive influence on PEB of the individuals with varying strengths. The broader view of the model can enhance our understanding regarding the intricate internal structure of ecological behavior, and it can also offer valuable reference when formulating environmental policies and education strategies.;"Self-identity process; social identity process; individual Pro-environmental behavior; collective Pro-environmental behavior";;"COLLECTIVE EFFICACY; GREEN; ANTECEDENTS; INTENTIONS; AGENCY";1;1;0;0;0;1;Keith
409;Traffic-Related Air Pollution, Noise at School, and Behavioral Problems in Barcelona Schoolchildren: A Cross-Sectional Study;"Forns, J; Dadvand, P; Foraster, M; Alvarez-Pedrerol, M; Rivas, I; López-Vicente, M; Suades-Gonzalez, E; Garcia-Esteban, R; Esnaola, M; Cirach, M; Grellier, J; Basagaña, X; Querol, X; Guxens, M; Nieuwenhuijsen, MJ; Sunyer, J";BACKGROUND: The available evidence of the effects of air pollution and noise on behavioral development is limited, and it overlooks exposure at schools, where children spend a considerable amount of time. OBJECTIVE: We aimed to investigate the associations of exposure to traffic-related air pollutants (TRAPs) and noise at school on behavioral development of schoolchildren. METHODS: We evaluated children 7-11 years of age in Barcelona (Catalonia, Spain) during 2012-2013 within the BREATHE project. Indoor and outdoor concentrations of elemental carbon (EC), black carbon (BC), and nitrogen dioxide (NO2) were measured at schools in two separate 1-week campaigns. In one campaign we also measured noise levels inside classrooms. Parents filled out the strengths and difficulties questionnaire (SDQ) to assess child behavioral development, while teachers completed the attention deficit/hyperactivity disorder criteria of the DSM-IV (ADHD-DSM- IV) list to assess specific ADHD symptomatology. Negative binomial mixed-effects models were used to estimate associations between the exposures and behavioral development scores. RESULTS: Interquartile range (IQR) increases in indoor and outdoor EC, BC, and NO2 concentrations were positively associated with SDQ total difficulties scores (suggesting more frequent behavioral problems) in adjusted multivariate models, whereas noise was significantly associated with ADHD-DSM-IV scores. CONCLUSION: In our study population of 7-to 11-year-old children residing in Barcelona, exposure to TRAPs at school was associated with increased behavioral problems in schoolchildren. Noise exposure at school was associated with more ADHD symptoms.;;"Air Pollutants; Air Pollution; Air Pollution, Indoor; Attention Deficit Disorder with Hyperactivity; Child; Cross-Sectional Studies; Female; Humans; Male; Nitrogen Dioxide; Noise; Particulate Matter; Problem Behavior; Schools; Spain; Vehicle Emissions; black carbon; carbon; nitrogen dioxide; air pollutant; exhaust gas; nitrogen dioxide; particulate matter; academic achievement; age; air pollution; Article; assessment of humans; attention deficit disorder; child; child behavior; cross-sectional study; disease association; DSM-IV; environmental exposure; exhaust gas; female; gender; human; male; noise; noise pollution; priority journal; problem behavior; school; school child; Spain; Strengths and Difficulties Questionnaire; symptomatology; vulnerable population; adverse effects; air pollutant; air pollution; analysis; Attention Deficit Disorder with Hyperactivity; chemically induced; exhaust gas; indoor air pollution; particulate matter; toxicity";"DEFICIT HYPERACTIVITY DISORDER; USE REGRESSION-MODELS; DIFFICULTIES QUESTIONNAIRE; TRANSPORTATION NOISE; PRENATAL EXPOSURE; ESCAPE PROJECT; AIRCRAFT NOISE; MENTAL-HEALTH; CHILDREN; OUTDOOR";0;0;0;0;0;0;Keith
443;Level of Awareness about Air Pollution among Decision-makers in Jordan: Unveiling Important COPD Etiology;"Alrabadi, N; Alsayed, AR; Saadeh, R; AL Loze, KJ; Aljanabi, M; Al-Khamaiseh, AM";Purpose: The complete awareness of policymakers about air pollution can play a significant role in dealing with this environmental threat. This study aimed to examine the awareness and perception among the policymakers regarding air pollution in Jordan. Methods: This is a cross-sectional study conducted in Jordan. The participants included in this study were governmental and non-governmental officials from different sectors. An interview and questionnaire were used to examine the extent of knowledge of these decision-makers regarding air pollution types, sources, and threats. Results: Most participants acknowledged that air pollution in Jordan was a huge problem. Most participants (90%) were familiar with the term air pollution, and regularly read about different contaminants that cause air pollution. However, most of the participants had a low level of knowledge about air contaminant types in Jordan. The least known pollutants were PM2.5 (Particulate Matter 2.5 microns in width) and PM10 (Particulate Matter 10 microns in width). Only 7.5% of the participants knew about PM2.5, while 12.5% knew about PM10. Conclusion: Policymakers have the full authority to initiate and implement policies that intend to limit air pollution. Their complete awareness of air pollution can result in conducting certain protocols to approve new policies and legislations that can improve the air quality in Jordan. Unfortunately, no previous studies were conducted to analyze policymakers' knowledge regarding air pollution in Jordan, and this study's results hoped to reflect the importance of air pollutants and their greater significance on public health.;"air pollution; COPD; knowledge; policymakers; middle east";"carbon monoxide; air pollution; air quality; Article; awareness; chronic obstructive lung disease; environmental exposure; environmental protection; health care policy; human; interview; knowledge; particulate matter; particulate matter 10; particulate matter 2.5; public health; questionnaire; respiratory tract disease";;1;0;0;0;0;1;Keith
500;Air Pollution and Climate Change Risk Perception among Residents in Three Cities of the Mexico Megalopolis;"Landeros-Mugica, K; Urbina-Soria, J; Angeles-Hernandez, DI; Gutierrez-Arzaluz, M; Mugica-alvarez, V; Cheng, YH";Recent reports of the criteria pollutants in the Megalopolis, located in the central part of Mexico, consistently show air quality standard exceedances in most of the cities that make it up, since it is a large concentration where approximately 17% of the national population resides and because it has significant commercial and industrial development. To investigate the similarities and disparities in risk perception concerning air pollution and climate change among residents living in Central Mexico, a cross-sectional survey study was carried out within three metropolitan areas encompassed by the Megalopolis. A total of 1750 questionnaire surveys were conducted across 21 municipalities within the Mexico City Metropolitan Area (MCMA), 16 municipalities within the Toluca Valley Metropolitan Area (TVMA), and 8 municipalities within the Cuernavaca Metropolitan Area. The three metropolitan areas showed significant differences in terms of air quality perception, risk perception, attitudes, and causal attribution perception, but health-related perception did not have significant differences among the areas. The MCMA exhibited higher knowledge about air pollution, although it associated the causes with urban activities such as car usage, while the Toluca and Cuernavaca areas linked this issue to the burning of garbage, coal, wood, and agricultural activities. Although residents expressed concern about air pollution, climate change, and their effects, they do not know how to act to contribute to the solution.;"risk perception; air pollution; climate change; attitudes; causal attributions";"Mexico [Mexico (NTN)]; Mexico [North America]; Toluca Valley; Air quality; Health risks; Risk perception; Technology transfer; Attitude; Causal attributions; Central Mexico; Climate change risks; Commercial development; Cross-sectional surveys; Industrial development; Me-xico; Metropolitan area; Mexico City metropolitan areas; air quality; atmospheric pollution; climate change; industrial development; metropolitan area; risk perception; Climate change";"SOCIAL-SCIENCE; MITIGATION; BEHAVIORS; KNOWLEDGE";1;0;0;0;0;1;Keith
508;Linking Occupant Behavior and Window Design through Post-Occupancy Evaluation: Enhancing Natural Ventilation and Indoor Air Quality;"Pourtangestani, M; Izadyar, N; Jamei, E; Vrcelj, Z";This study investigates how window design features, such as size, placement, and orientation, might impact occupants' behavior related to natural ventilation in residential houses and how residents manage natural ventilation to affect indoor air quality (IAQ), comfort, and energy efficiency. By analyzing responses from a questionnaire distributed among 200 occupants, this article reveals that stuffy air, perceived outdoor pollutants, odors, and relative humidity, along with factors like inadequate ventilation, temperature fluctuations, and energy consumption concerns, emerge as primary issues affecting occupants' comfort and well-being. This study proposes design recommendations for enhancing IAQ, including optimal window placement for cross-ventilation, window-to-wall ratio (WWR) considerations, and the integration of smart window technologies. This research recognizes that window design is not just a technical matter but involves understanding social and behavioral factors as well. By analyzing occupant responses, it aims to provide insights into the socio-technical parameters that should be considered in window design. The findings offer valuable strategies for architects, designers, and homeowners to optimize natural ventilation and underscore the importance of an occupant-centered approach in sustainable building design.;"indoor air quality (IAQ); natural ventilation; window design; occupants' behavior; occupants' perceptions";"Air quality; Architectural design; Energy efficiency; Energy utilization; Indoor air pollution; Intelligent buildings; Behavior design; Design features; Indoor air quality; Natural ventilation; Occupant perception; Occupants behaviours; Post occupancy evaluation; Ventilation airs; Window designs; Ventilation";"THERMAL COMFORT; ENERGY PERFORMANCE; BUILDING SHAPE; ZONES";0;0;0;0;0;0;Keith
