,DOI,Title,Authors,Year,Source Title,Volume,Issue,Abstract,Author Keywords,Scopus Keywords,WOS Keywords,Source
152,10.1080/10670560220152300,The human dimensions of pollution policy implementation: Air quality in rural China,Alford W.P.; Weller R.P.; Hall L.; Polenske K.R.; Shen Y.; Zweig D.,2002,,11.0,32,"The People's Republic of China is experiencing severe air pollution with every serious public health and economic consequences. Over the past decade, the Chinese government has sought to utilize bureaucratic, political, legal and educational vehicles to address these problems. This paper examines the ways in which those policy measures have been communicated to, understood by, and acted upon by the citizenry, drawing in important part on household and epidemiological surveys conducted in Anhui. Our study suggests that the central government's message has yet to be absorbed to the degree intended and then considers both why this has been the case and how the effectiveness of policy mechanisms might be enhanced.",,China; air quality; economic impact; pollution policy; public health,,Scopus
103,10.1016/j.landurbplan.2023.104727,The impact of air pollution on behavior changes and outdoor recreation in Chinese cities,"Huang, GL; Jiang, YQ; Zhou, WQ; Pickett, STA; Fisher, B",2023,LANDSCAPE AND URBAN PLANNING,234.0,,"Air pollution is a major contributor to urban morbidity in many cities globally. Studies have shown the importance of parks for city dwellers to socialize, exercise, relax, and connect with nature. In this study we integrated these two phenomena by investigating whether air pollution impacts park visitation across cities in China. We collected over 17,000 valid responses from 101 cities through an online survey, and used multilevel logit regression and Chi-square test to analyze data. Results showed that although park visits would decrease with increase of pollution, the level of behavior change was not enough to avoid adverse health impact. During slight pollution (75-115 mu g/m3), 93.4% respondents would visit a park as planned. The proportion reduced to 71.0 % for moderate pollution (115-150 mu g/m3), greatly decreased to 38.7% for heavy pollution (150-250 mu g/ m3), and 34.1% for severe pollution (> 250 mu g/m3). We argue that such transitional classification was designed for highly polluted areas to measure pollution mitigation progress, but the terminology slight and moderate are misleading to general public as over 30% respondents did not respond until it reached heavy/severe level. People with lower education and frequent park visitors were more reluctant to cancel park activities due to air pollution. We suggested parks to reduce hours for polluted days and raise awareness on health risk of air pollution through easily digestible information such as infographics. People in cities with lower pollution were less responsive to air pollution to adjust their park visit plan, pointing out the importance to investigate voluntary exposure to polluted air in cities with relatively good air quality.",Air pollution; Urban park; Health behavior; Greenspace; China,China; air quality; atmospheric pollution; greenspace; health risk; morbidity; outdoor recreation; questionnaire survey; urban area; urban pollution; urban population,GREEN SPACE; GLOBAL BURDEN; EXPOSURE; QUALITY; RISK; RESPONSES; BENEFITS; DISEASE; HEALTH; TRENDS,WOS
33,10.1007/s12053-023-10154-0,The impact of air pollution on environmentally friendly behavior: evidence from China,"Lin, YY; Qin, GQ",2023,ENERGY EFFICIENCY,16.0,7,"In the context of the severe environmental pollution, it is of significant academic and practical value to study the environmental protection behavior of individuals. This paper uses the ordinary least squares method (OLS) and utilizes the data of Chinese General Social Survey (CGSS2013) and the air pollution monitoring data provided by Columbia University's International Earth Science Information Network Center (CIESIN), the findings demonstrate a positive and significant impact of air pollution on environmentally friendly behavior. Furthermore, the stepwise regression method reveals that environmental knowledge is a crucial mediating variable in the relationship between air pollution and environmental behavior. Heterogeneity analysis reveals that age, income, gender, health status, and place of residence significantly impact environmentally friendly behavior. The results remain robust even after controlling for urban fixed effects. The implications of this research suggest that it is opportune to leverage adverse macro events such as regional environmental pollution to promote and enhance public environmental awareness and behaviors, especially for those who are susceptible to environmental pollution. This is crucial for promoting public environmental behaviors and ultimately building an environment-friendly society.",Air pollution; Environmentally friendly behavior; Environmental knowledge,,GLOBAL BURDEN; SOCIAL BASES; QUALITY; ATTITUDES; INDIVIDUALS; MORTALITY; KNOWLEDGE; HEALTH; DETERMINANTS; CONSERVATION,WOS
96,10.1016/j.jenvman.2022.114455,The impact of perceived air pollution on labour supply: Evidence from China,"Li, XQ; Li, YH",2022,JOURNAL OF ENVIRONMENTAL MANAGEMENT,306.0,,"Air pollution and ageing populations are two of the most important issues facing in the development of all countries around the world, and the resulting debate between air pollution and labour supply has become increasingly intense. This paper uses data from the 2017 China Migrants Dynamic Survey (CMDS data), exploring the impact of perceived air pollution on labour supply of the migrants based on the perspective of the heterogeneity of different groups' sensitivity to air pollution. After overcoming the reverse causality between perceived air pollution and labour supply using an instrumental variables approach, we find that there is a significant negative effect of perceived air pollution on labour supply. At the same time, this negative effect shows some heterogeneity in terms of the presence of susceptible persons in the family, workers' income levels and household registration. Therefore, in the current economic and social development, in addition to improving measured air quality, it is also necessary to focus on improving the perceived air quality of citizens, as well as improving the working environment of the vulnerable groups in the labour market and protecting their basic labour rights and interests, which is of positive significance for the continuation of the demographic dividend and providing impetus for high-quality and sustainable economic development.",Measured air pollution; Perceived air pollution; Labor supply; China,,WATER-POLLUTION; EXPOSURE; QUALITY,WOS
205,10.1163/15700615-01701006,The impact of severe air pollution in January 2013 in Beijing on sustained elevation of public environmental concern,Schwabe J.,2018,,17.0,1,"Harmful and sudden events trigger intense media coverage which in turn can elevate public interest in a problem within an instant. A period of heavy air pollution in Beijing in January 2013 may have been such a case. This sudden and intense period of air pollution featured historically high levels of fine particulate concentrations and was assumed by observers to be a trigger for shifting public perception and increased pressure for policy adjustment. This study examines whether this period of severe air pollution indeed triggered increased public scrutiny, following which the influential factors behind this development are outlined. In this context, a focus is given to the interplay of air quality, media reporting and public discussion in shaping sustained public interest. Based on a timeline analysis and survey data, it is argued that the combination of historically high air pollution with intense media reporting did lead to higher public attention to the topic. © KONINKLIJKE BRILL NV, LEIDEN, 2018.",Air pollution; Beijing; China; Focusing events; Media agenda setting,,,Scopus
206,10.1177/0958305X231151680,The impacts of the low-carbon city policy on urban air pollution in China,"Gu, JF",2024,ENERGY & ENVIRONMENT,35.0,5,"Declining levels of social welfare caused by climate warming and air pollution place increasing constraints on high-quality, sustainable global development. To achieve global climate-governance goals, it is essential to accelerate the process of peaking carbon emissions and meeting air-quality standards. Despite growing awareness of the impact of low-carbon city policies on the environment, few studies have focused on their impact on urban air quality. Based on panel data drawn from 275 cities between 2011 and 2017, the present study evaluates the effects of a low-carbon city policy on urban sulfur-dioxide emissions, using the low-carbon city policy as a quasi-natural experiment. The findings reveal that urban sulfur-dioxide emissions have obvious spatial-autocorrelation characteristics, showing obvious spatial clustering. The low-carbon city policy not only significantly reduced urban sulfur-dioxide emissions in pilot cities, but also suppressed sulfur-dioxide emissions in surrounding cities through an indirect rebound effect. This paper provides a theoretical reference for collaborative governance, which can help to achieve peak carbon emissions and air-quality standards. To reach those goals, nations must abandon territorial prevention-and-control methods based on administrative divisions and to fully activate cross-city regional joint prevention-and-control measures. This study proposes key policies, including promoting inter-city regional coordination mechanisms, strengthening the collaborative governance in relation to carbon-dioxide and sulfur-dioxide emissions, and promoting the construction of inner-city green facilities.",Carbon emissions; sulfur dioxide; spatial difference-in-differences model; spatial clustering; standard deviation ellipse,,SULFUR-DIOXIDE EMISSIONS; SO2 EMISSIONS; QUALITY; HEALTH; ZONES,WOS
191,10.1111/ina.12863,The importance of air quality for underground spaces: An international survey of public attitudes,"Yap, HS; Roberts, AC; Luo, CW; Tan, Z; Lee, EH; Thach, TQ; Kwok, KW; Car, J; Soh, CK; Christopoulos, G",2021,INDOOR AIR,31.0,6,"Space is a resource that is constantly being depleted, especially in mega-cities. Underground workspaces (UGS) are increasingly being included in urban plans and have emerged as an essential component of vertical cities. While progress had been made on the engineering aspects associated with the development of high-quality UGS, public attitudes toward UGS as work environments (ie, the public's design concerns with UGS) are relatively unknown. Here, we present the first large-scale study examining preferences and attitudes toward UGS, surveying close to 2000 participants from four cities in three continents (Singapore, Shanghai, London, and Montreal). Contrary to previous beliefs, air quality (and not lack of windows) is the major concern of prospective occupants. Windows, temperature, and lighting emerged as additional important building performance aspects for UGS. Early adopters (ie, individuals more willing to accept UGS and thus more likely to be the first occupants) across all cities prioritized air quality. Present results suggest that (perceived) air quality is a key building performance aspect for UGS that needs to be communicated to prospective occupants as this will improve their attitudes and views toward UGS. This study highlights the importance of indoor air quality for the public.",air quality; attitudes; building performance aspects; indoor space; underground workspace; windows,,SICK BUILDING SYNDROME; COGNITIVE FUNCTION; THERMAL COMFORT; INDOOR PLANTS; PERFORMANCE; OFFICE; ENVIRONMENT; WORK; PERCEPTIONS; VENTILATION,WOS
246,10.22438/jeb/41/2(SI)/JEB-26,The influence of green areas on city-dwellers' perceptions of air pollution: The case of Nigde city center,"Çetin, Ç; Karafaki, FC",2020,JOURNAL OF ENVIRONMENTAL BIOLOGY,41.0,2,"Aim: The aim of the stidy was to determine the effect of green areas in order to improve the quality of life and create positive perceptions on air quality by modifying physical and social environments within the cities. Methodology: Literature research, official data and a semi structured questionnaire conducted with the citizens of Nigde were used. SPSS version 21.0 was used for data evaluation. Results: Findings indicated that green spaces could reducethe negative perception about poor air quality. Even if official authorities do not report air pollution, the lack of green space in the city center influences the perception of air quality in negative way. Interpretation: Green spaces in convenient number, size and quality should be included in city centers for improving the quality of life in cities.",Air quality; Air pollution; City dwellers; Green spaces; Nigde city,,HAPPY PEOPLE; QUALITY; LIFE; CITIES; PLACES,WOS
81,10.1016/j.healthplace.2023.103167,"The interplay between air pollution, built environment, and physical activity: Perceptions of children and youth in rural and urban India","Patel, J; Katapally, TR; Khadilkar, A; Bhawra, J",2024,HEALTH & PLACE,85.0,,"The role of physical inactivity as a contributor to non-communicable disease risk in children and youth is widely recognized. Air pollution and the built environment can limit participation in physical activity and exacerbate non-communicable disease risk; however, the relationships between perceptions of air pollution, built environment, and health behaviours are not fully understood, particularly among children and youth in low and middle-income countries. Currently, there are no studies capturing how child and youth perceptions of air pollution and built environment are associated with physical activity in India, thus, this study investigated the association between perceived air pollution and built environment on moderate-to-vigorous physical activity (MVPA) levels of Indian children and youth. Online surveys captured MVPA, perception of air pollution as a problem, built environment factors, as well as relevant sociodemographic characteristics from parents and children aged 5-17 years in partnership with 41 schools across 28 urban and rural locations during the Coronavirus disease lockdowns in 2021. After adjusting for age, gender, and location, a significant association was found between the perception of air pollution as a problem and MVPA levels (beta =-18.365, p < 0.001). Similarly, the perception of a high crime rate was associated with lower MVPA levels (beta =-23.383, p = 0.002). Reporting the presence of zebra crossings, pedestrian signals, or attractive natural sightings were associated with higher MVPA levels; however, this association varied across sociodemographic groups. These findings emphasize the importance of addressing air pollution and improving the built environment to facilitate outdoor active living, including active transportation, among children and youth - solutions that are particularly relevant not only for preventing non-communicable disease risk but also for climate change mitigation.",Air pollution; Built environment; Physical activity; Children and youth; India,Adolescent; Air Pollution; Built Environment; Child; Environment Design; Exercise; Humans; Motor Activity; Noncommunicable Diseases; Residence Characteristics; India; atmospheric pollution; child health; health risk; noncommunicable disease; perception; physical activity; rural area; urban area; young population; adolescent; age; air pollution; Article; built environment; child; climate change mitigation; correlation analysis; environmental factor; female; gender; health survey; human; India; Indian; male; pedestrian safety; physical activity; residence characteristics; rural area; sociodemographics; urban area; urban population; built environment; environmental planning; exercise; motor activity; non communicable disease,NONCOMMUNICABLE DISEASES; REPORT CARD; HEALTH; ADOLESCENTS; ASSOCIATIONS; BARRIERS; BEHAVIOR; BURDEN; SAFETY,WOS
241,10.21837/pmjournal.v15.i3.293,"The interplay of spatial policy, travel behaviour and air quality in Iskandar Malaysia",Permana A.S.; Ludin A.N.M.; Majid M.R.,2017,,15.0,3,"Iskandar Malaysia has been emerging as a centre of economic growth in the southern corridor of Malaysia. While the present spatial policy has emboldened the growth centre that inspires the urban development in the region to flourish, the spatial development has brought a substantial environmental consequence to urban areas. With the support of travel behaviour of the citizens as a catalyst, the interplay between spatial policy and urban air quality in the region becomes a major concern. This study began by undertaking spatial policy analysis at local and federal levels. Then, an origin-destination study was carried out to assess the travel behaviour of citizens and the concentricity or poly-centricity of the region as an eventual reflection of spatial policy. Based on the information on travel behaviour and number of vehicles in Iskandar Malaysia, the vehicle-kilometre travelled (VKT) was estimated as well as the carbon emission from the transport sector. An ethnographic survey was also conducted to understand the nonmotorized travel behaviour of the citizens i.e. willingness to walk. This survey was to crosscheck and confirm the willingness to walk of the citizens resulting from questionnaire survey. Results of the study reveal that the spatial policies of Iskandar Malaysia along with the travel behaviour of the citizens have strongly shaped the present spatial structure of Iskandar Malaysia region, and ultimately lead to ever increasing air pollution in the region.",Air quality.; Growth centre; Spatial policy; Spatial structure; Transport energy; Travel behaviour,,,Scopus
229,10.1371/journal.pone.0196783,The mediating role of risk perception in the association between industry-related air pollution and health,"Bergstra, AD; Brunekreef, B; Burdorf, A",2018,PLOS ONE,13.0,5,"Background Heavy industry emits many potentially hazardous pollutants into the air which can affect health. Awareness about the potential health impacts of air pollution from industry can influence people's risk perception. This in turn can affect (self-reported) symptoms. Our aims were to investigate the associations of air pollution from heavy industry with health symptoms and to evaluate whether these associations are mediated by people's risk perception about local industry. Methods A cross-sectional questionnaire study was conducted among children (2-18 years) and adults (19 years and above) living in the direct vicinity of an area with heavy industry. A dispersion model was used to characterize individual-level exposures to air pollution emitted from the industry in the area. Associations between PM2.5 and NOx with presence of chronic diseases (adults) and respiratory symptoms (adults and children) were investigated by logistic regression analysis. Risk perception was indirectly measured by worries about local industry (0-10 scale). Mediation analyses were performed to investigate the role of mediation by these worries. Results The response was 54% (2,627/4,877). In adults exposure to modelled PM2.5 from industry (per mu g/m(3)) was related with reported high blood pressure (OR 1.56, 95% CI 1.13-2.15) and exposure to modelled NOx (per mu g/m(3)) was inversely related with cardiovascular diseases (OR 0.91, 95% CI 0.84-0.98). In children higher PM2.5 and NOx concentrations (per mu g/m(3)) were related with wheezing (OR 2.00, 95% CI 1.24-3.24 and OR 1.13, 95% CI 1.06-1.21 respectively) and dry cough (OR 2.33, 95% CI 1.55-3.52 and OR 1.16, 95% CI 1.10-1.22 respectively). Parental worry about local industry was an important mediator in exposure-health relations in children (indirect effect between 19-28%). Conclusion Exposure from industry was associated with self-reported reported high blood pressure among adults and respiratory symptoms among their children. Risk perception was found to mediate these associations for children.",,,RESPIRATORY SYMPTOMS; CHILDHOOD ISAAC; LUNG-FUNCTION; ASTHMA; CHILDREN; PREVALENCE; ALLERGIES; ANNOYANCE; EXPOSURE; SITE,WOS
168,10.1080/16549716.2024.2370100,The perception of air pollution and its health risk: a scoping review of measures and methods,"Bahrami, Z; Sato, S; Yang, ZS; Maiti, M; Kanawat, P; Umemura, T; Onishi, K; Terasaki, H; Nakayama, T; Matsumi, Y; Ueda, K",2024,GLOBAL HEALTH ACTION,17.0,1,"BackgroundAlthough there is increasing awareness of the health risks of air pollution as a global issue, few studies have focused on the methods for assessing individuals' perceptions of these risks. This scoping review aimed to identify previous research evaluating individuals' perceptions of air pollution and its health effects, and to explore the measurement of perceptions, as a key resource for health behaviour.MethodsThe review followed the methodological framework proposed by Arksey and O'Malley. PubMed and Web of Science were searched. After initial and full-text screening, we further selected studies with standardised scales that had previously been tested for reliability and validity in assessing awareness and perceptions.ResultsAfter full-text screening, 95 studies were identified. 'Perception/awareness of air quality' was often measured, as well as 'Perception of health risk.' Only nine studies (9.5%) used validated scaled questionnaires. There was considerable variation in the scales used to measure the multiple dimensions of risk perception for air pollution.ConclusionFew studies used structured scales to quantify individuals' perceptions, limiting comparisons among studies. Standardised methods for measuring health risk perception are needed. Main findings: Among 95 studies assessing health risk perception of air pollution, only nine studies used standardised scales.Added knowledge: There was considerable variation in the scales measuring the multiple dimensions of risk perception for air pollution, which makes comparison among the studies difficult.Global health impact for policy and action: This review highlights the need for the development of globally standardised scale to measure the health risk perception of air pollution.",Air pollution; air quality; health risk; health risk perception; standardised scales; awareness,,QUALITY-OF-LIFE; PERCEIVED HEALTH; ENVIRONMENTAL RISK; PUBLIC PERCEPTION; URBAN; AWARENESS; KNOWLEDGE; EXPOSURE; EXPERIENCE; SMOG,WOS
193,10.1111/j.1539-6924.1999.tb00433.x,The power of perception: Health risk attributed to air pollution in an urban industrial neighbourhood,"Elliott, SJ; Cole, DC; Krueger, P; Voorberg, N; Wakefield, S",1999,RISK ANALYSIS,19.0,4,"This paper describes a multi-stakeholder process designed to assess the potential health risks associated with adverse air quality in an urban industrial neighborhood. The paper briefly describes the quantitative health risk assessment conducted by scientific experts, with input by a grassroots community group concerned about the impacts of adverse air quality on their health and quality of life. In this case, rather than accept the views of the scientific experts, the community used their powers of perception to advantage by successfully advocating for a professionally conducted community health survey. This survey was designed to document, systematically and rigorously, the health risk perceptions community members associated with exposure to adverse air quality in their neighborhood. This paper describes the institutional and community contexts within which the research is situated as well as the design, administration, analysis, and results of the community health survey administered to 402 households living in an urban industrial neighborhood in Hamilton, Ontario, Canada. These survey results served to legitimate the community's concerns about air quality and to help broaden operational definitions of 'health.' In addition, the results of both health risk assessment exercises served to keep issues of air quality on the local political agenda. Implications of these findings for our understanding of the environmental justice process as well as the ability of communities to influence environmental health policy are discussed.",risk perception; air quality; environmental justice; community health survey,,COMMUNITY ORGANIZATIONS; ENVIRONMENTAL JUSTICE; INTUITIVE TOXICOLOGY; CHEMICAL RISKS; LAY JUDGMENTS; ONTARIO; WASTE; QUALITY; HAZARDS; EQUITY,WOS
84,10.1016/j.jclepro.2015.04.121,The public perceptions and willingness to pay: from the perspective of the smog crisis in China,"Sun, CW; Yuan, X; Xu, ML",2016,JOURNAL OF CLEANER PRODUCTION,112.0,,"The deteriorating air quality, which is linked to human actions related to energy resources, has become an urgent global problem. China's air pollution has reached the hazardous level since 2000s. In consideration of the serious health and social problems, residential demand for clean air is increasing. This paper applies the Contingent Valuation method to estimate public's willingness to pay (WTP) for reducing air pollution in the urban area of China. Open-ended scenarios through face-to-face surveys are used to elicit public's WTP. The Two-Part model is employed for the estimation: the probit model is used to estimate the probability of respondents who have positive WTP values, and the interval regression model is employed to estimate the specific WTP level of those with nonzero WTP values. The results show that nearly 90% of the respondents are willing to pay for reducing air pollution, and the average amount of WTP per individual is 382.6RMB per year. Household income is found to be positively correlated with people's WTP, and those who trust the government are more willing to share the cost of reducing air pollution. This study recommends designing some effective mechanisms to tap the potentially available source of money for smog mitigation and improving the transparency of smog governance to enhance the government credibility as solutions to cope with smog crisis. (C) 2015 Elsevier Ltd. All rights reserved.",Smog crisis; Public perceptions; Willingness to pay; Contingent valuation method,,CONTINGENT VALUATION METHOD; AIR-POLLUTION; NUCLEAR-POWER; HEALTH; QUALITY; BENEFITS,WOS
1,10.1002/jtr.2583,The role of air quality for reaching tourism environmental sustainability: A segmentation approach based on visitors' pro-environmental behaviors,"Eusébio, C; Rodrigues, V; Carneiro, MJ; Madaleno, M; Robaina, M; Monteiro, A",2023,INTERNATIONAL JOURNAL OF TOURISM RESEARCH,25.0,4,"Due to the growing awareness concerning environmental problems, specifically air pollution, it is crucial to understand the relationship between perceptions of air quality and the pro-environmental behaviors of visitors. This study segments visitors based on self-reported pro-environmental behaviors. A survey was carried out in Portugal (N = 602). Three clusters with different pro-environmental profiles emerged: eco-transportation seekers; environmentally committed visitors; and environmentally insensitive visitors. Differences were detected among the clusters regarding pro-environmental behaviors at home, environmental attitudes, perception of the destination air quality, and perception of the impact of air quality on health, as well as sociodemographic and travel characteristics.",air quality; health concerns; pro-environmental behaviors; segmentation; sustainability; visitors' behavior,Portugal; air quality; atmospheric pollution; environmental values; perception; tourism; tourist behavior,PLACE ATTACHMENT; RESPONSIBLE BEHAVIORS; MARKET-SEGMENTATION; ATTITUDES; POLLUTION; SMOG; PATTERNS; INSIGHTS; PARK,WOS
351,,The role of air quality in perception of health of the local population,Valentić D.; Mićović V.; Kolarić B.; Brnčić N.; Ljubotina A.,2010,,34.0,SUPPL. 2,"The research aim was to investigate and establish the perception of health among population groups with different number of industrial polluters in their living environment. Namely, the Kostrena living area (3250 inhabitants) is situated near big industrial pollutant producers: INA oil refinery Urinj, thermo power plant Rijeka, shipyard »Viktor Lenac«, while in Crikvenica living area such pollutant producers do not exist. In this research 146 subjects from Kostrena participated (74 men and 72 women with age average 40.8, SD 9.2 years), and 157 subjects from Crikvenica area (79 men and 78 women with age average 39.4, SD 10.1 years). The perception of health was measured by the means of SF-36 questionnaire variables. Lung function (FEV1, FVC, FEV 25/75, PEF), cardiovascular function (systolic and diastolic arterial blood pressure, heart rate were also measured, including body proporton measures by the means of waste and hip circumference and silhouette test, in order to establish the eventual objective physical health parametar difference among examined population groups. Subjects from Kostrena perceived their general health, mental health, and vitality worse than subjects from Crikvenica. Group from Kostrena felt themself more limited in their roles due to emotional problems, perceiving more pain than group from Crikvenica. On the opposite site, social functioning of subjects from Kostrena was better in comparison to Crikvenica group. No signifficant differences between groups were found in physical functioning and in role limitation due to physical problems. In addition, there were no signifficant differences between groups in objective physical health parameters, such as pulmonary function, arterial blood pressure, pulse, and waist to hip ratio. Subjects using sensoric systems and the mental cognition about harmfull environmental factors, percieve their health worse if there are present industrial resources in their environment, even when concentration of the pollutants are within legal ranges.",Air quality; Perception of health; Pulmonary and cardiovascular function; SF-36 questionnaire,"Adult; Air Pollution; Attitude to Health; Croatia; Female; Health Status; Humans; Male; Mental Health; Middle Aged; Psychology, Industrial; Questionnaires; adult; air pollution; article; attitude to health; Croatia; female; health status; human; male; mental health; middle aged; psychology; questionnaire; statistics",,Scopus
109,10.1016/j.scitotenv.2012.03.016,The role of differences in individual and community attributes in perceived air quality,"Kim, MH; Yi, OH; Kim, H",2012,SCIENCE OF THE TOTAL ENVIRONMENT,425.0,,"Most epidemiological studies on the adverse effects of air pollution on health have focused on scientific measurements of air quality provided by monitoring stations. However, many studies have indicated that self-reported health status, such as disease severity and depressive symptoms, are associated with perceived air pollution rather than measured air pollution. The main goal of this study was to investigate social factors that may affect perceived local air quality using a multilevel analysis among a Korean population. We used the Seoul Citizens Health Indicator Survey (SCHIS III) and five air pollutants. The total study population was 16,041. We considered individual-level and community-level variables that may affect perceived air quality, such as the percentage of college-educated individuals aged >20 years, satisfaction with public transportation, and the percentage of individuals below the poverty line. Measured air quality showed a negative or neutral relationship with perceived air quality. We found that the degree of perceived air pollution was associated with younger age (20-34 years; OR = 1.40, 95% CI = 1.18-1.65), married and divorced/separated/widowed people, a higher level of education (>17 years; OR = 1.67, 95% CI = 1.30-2.15), and lower household income. Communities that were more economically deprived were associated with poor perceived air quality. Differences in individual and community characteristics affected perceived air quality. Perception is a key factor influencing the public acceptance of environmental policy. This study may help policymakers understand the social distribution of environmental awareness. (C) 2012 Elsevier B.V. All rights reserved.",Perceived air quality; Multilevel; Socioeconomic status; Environmental justice; Air pollution,,ANNOYANCE SCORES; OF-LIFE; POLLUTION; HEALTH; PERCEPTION; URBAN; ASSOCIATION; NEIGHBORHOOD; PREVALENCE; MULTILEVEL,WOS
4,10.1007/s00420-018-1303-x,The role of perceived air pollution and health risk perception in health symptoms and disease: a population-based study combined with modelled levels of PM10,"Orru, K; Nordin, S; Harzia, H; Orru, H",2018,INTERNATIONAL ARCHIVES OF OCCUPATIONAL AND ENVIRONMENTAL HEALTH,91.0,5,"Adverse health impact of air pollution on health may not only be associated with the level of exposure, but rather mediated by perception of the pollution and by top-down processing (e.g. beliefs of the exposure being hazardous), especially in areas with relatively low levels of pollutants. The aim of this study was to test a model that describes interrelations between air pollution (particles < 10 m, PM10), perceived pollution, health risk perception, health symptoms and diseases. A population-based questionnaire study was conducted among 1000 Estonian residents (sample was stratified by age, sex, and geographical location) about health risk perception and coping. The PM10 levels were modelled in 1 x 1 km grids using a Eulerian air quality dispersion model. Respondents were ascribed their annual mean PM10 exposure according to their home address. Path analysis was performed to test the validity of the model. The data refute the model proposing that exposure level significantly influences symptoms and disease. Instead, the perceived exposure influences symptoms and the effect of perceived exposure on disease is mediated by health risk perception. This relationship is more pronounced in large cities compared to smaller towns or rural areas. Perceived pollution and health risk perception, in particular in large cities, play important roles in understanding and predicting environmentally induced symptoms and diseases at relatively low levels of air pollution.",Perceived pollution; Epidemiology; Path analysis; Air pollution modelling; Questionnaire survey,,EXPOSURE; ANNOYANCE; INDEXES; STRESS; REGION,WOS
3,10.1007/s00420-012-0770-8,The role of perceived pollution and health risk perception in annoyance and health symptoms: a population-based study of odorous air pollution,"Claeson, AS; Lidén, E; Nordin, M; Nordin, S",2013,INTERNATIONAL ARCHIVES OF OCCUPATIONAL AND ENVIRONMENTAL HEALTH,86.0,3,"Health effects associated with air pollution at exposure levels below toxicity may not be directly related to level of exposure, but rather mediated by perception of the air pollution and by top-down processing (e.g., beliefs that the exposure is hazardous). The aim of the study was to test a model that describes interrelations between odorous air pollution at non-toxic exposure levels, perceived pollution, health risk perception, annoyance and health symptoms. A population-based questionnaire study was conducted in a Swedish community of residents living near a biofuel facility that emitted odorous substances. Individuals aged 18-75 years were selected at random for participation (n = 1,118); 722 (65 %) agreed to participate. Path analyses were performed to test the validity of the model. The data support a model proposing that exposure level does not directly influence annoyance and symptoms, and that these relations instead are mediated by perceived pollution and health risk perception. Perceived pollution and health risk perception play important roles in understanding and predicting environmentally induced annoyance and health symptoms in odorous environments at non-toxic levels of exposure.",Biofuel; Epidemiology; Odor; Path analysis; Questionnaire survey,,STARTLE REFLEX; AMBIENT ODORS; PREVALENCE; IRRITATION; CHEMICALS; PLEASANT; EXPOSURE,WOS
99,10.1016/j.jth.2018.08.001,The role of personal air pollution sensors and smartphone technology in changing travel behaviour,"Haddad, H; de Nazelle, A",2018,JOURNAL OF TRANSPORT & HEALTH,11.0,,"Exposure to air pollution is affected by human behaviour, and has consequences for individual and collective health. One way to lessen the health effects of air pollution is to change personal travel behaviour with the help of new information, communication and sensing technologies. Our social research tracked the experiences of participants, air quality and technology enthusiasts, based in London who financially contributed to participate in an early-stage technical trial of a new air pollution sensor and app providing individuals with air pollution information (specifically levels of NO2 and VOCs). This paper reports the results of a before and after survey (returning respondents n=22) and 12 in-depth interviews with individuals who took part in the beta test of the sensor and phone app. The survey results show that travel-related behaviours and attitudes relevant to air pollution did not change after using the technology. In contrast, expectations of technology performance and the extent it would influence behaviours were significantly lower after the trial than before. Further exploration during semi-structured interviews found that the participants, given their already high level of engagement with the topic, felt the capacity for immediate individual behaviour change was limited. As well as time and practical constraints, most people in this sample felt they were already doing what they could to avoid high levels of air pollution in their daily lives. Despite this, they had some recommendations to improve the app, such as the inclusion of real-time and historic maps, and the ability to make self and other comparisons. Overwhelmingly, people saw a broader role for the technology to engage the public with air pollution through raising awareness, and harnessing citizen science to collect diverse reliable data to inform policy and influence local policymakers to reduce air pollution levels.",,,PLANNED BEHAVIOR; CITIZEN SCIENCE; SELF-IDENTITY; CONSERVATION; MODELS; IMPACT; TOOL,WOS
