"iso3","id","airpolDirectQuestion","question","Perceptions","Behavior","Policy","Health","Priority","Inclusion","surveyedCountries","source","surveyTheme","year","repeatedMeasure","countries","Economy","Region","Income.group","Lending.category"
"KAZ",7,"Yes","In the city or area where you live, are you satisfied or dissatisfied with the quality of the following: the quality of air",1,0,0,0,0,1,"Kazakhstan","World Value Survey","governance","2017 - 2021","","Kazakhstan","Kazakhstan","Europe & Central Asia","Upper middle income","IBRD"
"KAZ",177,"Yes","Assessment of the severity of environmental issues: air pollution from energy, processing, petrochemical, mining enterprises, and transport emissions",1,0,0,0,0,1,"Kazakhstan","The Climate Change Project of UNDP","environment","2020","","Kazakhstan","Kazakhstan","Europe & Central Asia","Upper middle income","IBRD"
"KAZ",24,"Yes","Which environmental problem, if any, in our country worries you the most?",1,0,0,0,1,1,"Kazakhstan","Central Asia Barometer Wave 11","governance","2022","2018","Kazakhstan","Kazakhstan","Europe & Central Asia","Upper middle income","IBRD"
"KEN",15,"No","How serious of a problem is pollution, such as the accumulation of trash or garbage, or damage to the quality of the air or water, in your community? Is it: [Read out options]",1,0,0,0,0,1,"Kenya","Afrobarometer","governance","2022","","Kenya","Kenya","Sub-Saharan Africa","Lower middle income","Blend"
"KEN",7,"Yes","In the city or area where you live, are you satisfied or dissatisfied with the quality of the following: the quality of air",1,0,0,0,0,1,"Kenya","World Value Survey","governance","2017 - 2021","","Kenya","Kenya","Sub-Saharan Africa","Lower middle income","Blend"
"KEN",22,"No","Natural resource extraction, such as mining, oil drilling, or wood harvesting, can have benefits, such as jobs and revenue. But it can also pose problems for nearby communities, such as pollution or deforestation. Please tell me whether you agree or disagree with each of the following statements: [Probe for strength of opinion] C. Local communities currently receive a fair share of the revenue from natural resource extraction that takes place near their communities.",0,0,1,0,0,0,"Kenya","Afrobarometer","governance","2022","","Kenya","Kenya","Sub-Saharan Africa","Lower middle income","Blend"
"KEN",21,"No","Natural resource extraction, such as mining, oil drilling, or wood harvesting, can have benefits, such as jobs and revenue. But it can also pose problems for nearby communities, such as pollution or deforestation. Please tell me whether you agree or disagree with each of the following statements: [Probe for strength of opinion] B. Ordinary Angolans currently have a voice in decisions about natural resource extraction that takes place near their communities.",0,0,1,0,0,0,"Kenya","Afrobarometer","governance","2022","","Kenya","Kenya","Sub-Saharan Africa","Lower middle income","Blend"
"KEN",20,"No","Natural resource extraction, such as mining, oil drilling, or wood harvesting, can have benefits, such as jobs and revenue. But it can also pose problems for nearby communities, such as pollution or deforestation. Please tell me whether you agree or disagree with each of the following statements: [Probe for strength of opinion] A. In this country, natural resource extraction should be more tightly regulated by government to reduce the negative impacts on the environment.",0,0,1,0,0,0,"Kenya","Afrobarometer","governance","2022","","Kenya","Kenya","Sub-Saharan Africa","Lower middle income","Blend"
"KEN",23,"No","Natural resource extraction, such as mining, oil drilling, or wood harvesting, can have benefits, such as jobs and revenue. But it can also pose problems for nearby communities, such as pollution or deforestation. Please tell me whether you agree or disagree with each of the following statements: [Probe for strength of opinion] D. In general, the benefits of resource extraction activities to local communities, such as jobs and revenue, outweigh the costs, such as pollution.",0,0,0,0,1,0,"Kenya","Afrobarometer","governance","2022","","Kenya","Kenya","Sub-Saharan Africa","Lower middle income","Blend"
"KEN",19,"No","In your opinion, should our government be doing more or less than it is currently doing to limit pollution and protect the environment in this country? [Probe for strength of opinion]",0,0,1,0,1,0,"Kenya","Afrobarometer","governance","2022","","Kenya","Kenya","Sub-Saharan Africa","Lower middle income","Blend"
"KEN",96,"Yes","Now I am going to read you a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all...Air pollution",1,0,0,0,1,1,"Kenya","Pew Global Attitudes & Trends: Spring 2018 Survey","governance","2018","2008; 2012; 2013; 2014; 2015; 2016; 2017","Kenya","Kenya","Sub-Saharan Africa","Lower middle income","Blend"
"KEN",16,"Yes","Which of the following is the most important environmental issue in your community today? [Read out options. If respondent mentions more than one, ask: Which of those is the most important problem?]",1,0,0,0,1,1,"Kenya","Afrobarometer","governance","2022","","Kenya","Kenya","Sub-Saharan Africa","Lower middle income","Blend"
"KGZ",177,"Yes","Assessment of the severity of environmental issues: air pollution from energy, processing, petrochemical, mining enterprises, and transport emissions",1,0,0,0,0,1,"Kyrgyzstan","The Climate Change Project of UNDP","environment","2020","","Kyrgyzstan","Kyrgyz Republic","Europe & Central Asia","Lower middle income","IDA"
"KGZ",7,"Yes","In the city or area where you live, are you satisfied or dissatisfied with the quality of the following: the quality of air",1,0,0,0,0,1,"Kyrgysztan","World Value Survey","governance","2017 - 2021","","Kyrgyzstan","Kyrgyz Republic","Europe & Central Asia","Lower middle income","IDA"
"KGZ",24,"Yes","Which environmental problem, if any, in our country worries you the most?",1,0,0,0,1,1,"Kyrgyzstan","Central Asia Barometer Wave 11","governance","2022","2018","Kyrgyzstan","Kyrgyz Republic","Europe & Central Asia","Lower middle income","IDA"
"KOR",3,"Yes","In general, do you think that air pollution caused by industry is …",1,0,0,0,0,1,"South Korea","ISSP","environment","2020","1993; 2000; 2010","South Korea","Korea, Rep.","East Asia & Pacific","High income",""
"KOR",2,"Yes","In general, do you think that air pollution caused by cars is …",1,0,0,0,0,1,"South Korea","ISSP","environment","2020","1993; 2000; 2010","South Korea","Korea, Rep.","East Asia & Pacific","High income",""
"KOR",95,"Yes","Which statement comes closer to your own views, even if neither is exactly right? We should reduce air pollution even if it means slower economic growth, Air pollution is the price we have to pay for continued economic growth",0,0,0,0,1,1,"South Korea","Pew Global Attitudes & Trends: Spring 2021 Survey","governance","2021","2020; 2016","South Korea","Korea, Rep.","East Asia & Pacific","High income",""
"KOR",4,"Yes","Thinking about your neighbourhood, to what extent, if at all, was it affected by the following things over the last twelve months? a. Air Pollution",1,0,0,0,0,1,"South Korea","ISSP","environment","2020","","South Korea","Korea, Rep.","East Asia & Pacific","High income",""
"KOR",1,"Yes","Here is a list of some different environmental problems. Which problem; if any; do you think is the most important for [COUNTRY] as a whole?",1,0,0,0,1,1,"South Korea","ISSP","environment","2020","2010","South Korea","Korea, Rep.","East Asia & Pacific","High income",""
"KOR",5,"Yes","I'd like you to think about some possible environmental problems. Do you think ____ is 
a big problem, a moderate problem, a small problem or not a problem in (survey public)? a. air pollution",1,0,0,0,0,1,"South Korea","Pew Research Center: October 2019 International Science Survey","international science","2019","","South Korea","Korea, Rep.","East Asia & Pacific","High income",""
"KOR",7,"Yes","In the city or area where you live, are you satisfied or dissatisfied with the quality of the following: the quality of air",1,0,0,0,0,1,"South Korea","World Value Survey","governance","2017 - 2021","","South Korea","Korea, Rep.","East Asia & Pacific","High income",""
"KWT",9,"Yes","Which of the following are the first and second biggest environmental challenges facing your country?
[PROGRAMMER: Please allow for two answers: Q540_1 FIRST BIGGEST CHALLENGE, Q540_2 SECOND BIGGEST CHALLENGE",1,0,0,0,1,1,"Kuwait","Arab Barometer","governance","2021 - 2022","","Kuwait","Kuwait","Middle East & North Africa","High income",""
"LBN",9,"Yes","Which of the following are the first and second biggest environmental challenges facing your country?
[PROGRAMMER: Please allow for two answers: Q540_1 FIRST BIGGEST CHALLENGE, Q540_2 SECOND BIGGEST CHALLENGE",1,0,0,0,1,1,"Lebanon","Arab Barometer","governance","2021 - 2022","","Lebanon","Lebanon","Middle East & North Africa","Lower middle income","IBRD"
"LBN",96,"Yes","Now I am going to read you a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all...Air pollution",1,0,0,0,1,1,"Lebanon","Pew Global Attitudes & Trends: Spring 2018 Survey","governance","2018","2008; 2012; 2013; 2014; 2015; 2016; 2017","Lebanon","Lebanon","Middle East & North Africa","Lower middle income","IBRD"
"LBN",7,"Yes","In the city or area where you live, are you satisfied or dissatisfied with the quality of the following: the quality of air",1,0,0,0,0,1,"Lebanon","World Value Survey","governance","2017 - 2021","","Lebanon","Lebanon","Middle East & North Africa","Lower middle income","IBRD"
"LBR",20,"No","Natural resource extraction, such as mining, oil drilling, or wood harvesting, can have benefits, such as jobs and revenue. But it can also pose problems for nearby communities, such as pollution or deforestation. Please tell me whether you agree or disagree with each of the following statements: [Probe for strength of opinion] A. In this country, natural resource extraction should be more tightly regulated by government to reduce the negative impacts on the environment.",0,0,1,0,0,0,"Liberia","Afrobarometer","governance","2022","","Liberia","Liberia","Sub-Saharan Africa","Low income","IDA"
"LBR",21,"No","Natural resource extraction, such as mining, oil drilling, or wood harvesting, can have benefits, such as jobs and revenue. But it can also pose problems for nearby communities, such as pollution or deforestation. Please tell me whether you agree or disagree with each of the following statements: [Probe for strength of opinion] B. Ordinary Angolans currently have a voice in decisions about natural resource extraction that takes place near their communities.",0,0,1,0,0,0,"Liberia","Afrobarometer","governance","2022","","Liberia","Liberia","Sub-Saharan Africa","Low income","IDA"
"LBR",16,"Yes","Which of the following is the most important environmental issue in your community today? [Read out options. If respondent mentions more than one, ask: Which of those is the most important problem?]",1,0,0,0,1,1,"Liberia","Afrobarometer","governance","2022","","Liberia","Liberia","Sub-Saharan Africa","Low income","IDA"
"LBR",19,"No","In your opinion, should our government be doing more or less than it is currently doing to limit pollution and protect the environment in this country? [Probe for strength of opinion]",0,0,1,0,1,0,"Liberia","Afrobarometer","governance","2022","","Liberia","Liberia","Sub-Saharan Africa","Low income","IDA"
"LBR",22,"No","Natural resource extraction, such as mining, oil drilling, or wood harvesting, can have benefits, such as jobs and revenue. But it can also pose problems for nearby communities, such as pollution or deforestation. Please tell me whether you agree or disagree with each of the following statements: [Probe for strength of opinion] C. Local communities currently receive a fair share of the revenue from natural resource extraction that takes place near their communities.",0,0,1,0,0,0,"Liberia","Afrobarometer","governance","2022","","Liberia","Liberia","Sub-Saharan Africa","Low income","IDA"
"LBR",15,"No","How serious of a problem is pollution, such as the accumulation of trash or garbage, or damage to the quality of the air or water, in your community? Is it: [Read out options]",1,0,0,0,0,1,"Liberia","Afrobarometer","governance","2022","","Liberia","Liberia","Sub-Saharan Africa","Low income","IDA"
"LBR",23,"No","Natural resource extraction, such as mining, oil drilling, or wood harvesting, can have benefits, such as jobs and revenue. But it can also pose problems for nearby communities, such as pollution or deforestation. Please tell me whether you agree or disagree with each of the following statements: [Probe for strength of opinion] D. In general, the benefits of resource extraction activities to local communities, such as jobs and revenue, outweigh the costs, such as pollution.",0,0,0,0,1,0,"Liberia","Afrobarometer","governance","2022","","Liberia","Liberia","Sub-Saharan Africa","Low income","IDA"
"LBY",7,"Yes","In the city or area where you live, are you satisfied or dissatisfied with the quality of the following: the quality of air",1,0,0,0,0,1,"Libya","World Value Survey","governance","2017 - 2021","","Libya","Libya","Middle East & North Africa","Upper middle income","IBRD"
"LBY",9,"Yes","Which of the following are the first and second biggest environmental challenges facing your country?
[PROGRAMMER: Please allow for two answers: Q540_1 FIRST BIGGEST CHALLENGE, Q540_2 SECOND BIGGEST CHALLENGE",1,0,0,0,1,1,"Libya","Arab Barometer","governance","2021 - 2022","","Libya","Libya","Middle East & North Africa","Upper middle income","IBRD"
"LSO",19,"No","In your opinion, should our government be doing more or less than it is currently doing to limit pollution and protect the environment in this country? [Probe for strength of opinion]",0,0,1,0,1,0,"Lesotho","Afrobarometer","governance","2022","","Lesotho","Lesotho","Sub-Saharan Africa","Lower middle income","IDA"
"LSO",21,"No","Natural resource extraction, such as mining, oil drilling, or wood harvesting, can have benefits, such as jobs and revenue. But it can also pose problems for nearby communities, such as pollution or deforestation. Please tell me whether you agree or disagree with each of the following statements: [Probe for strength of opinion] B. Ordinary Angolans currently have a voice in decisions about natural resource extraction that takes place near their communities.",0,0,1,0,0,0,"Lesotho","Afrobarometer","governance","2022","","Lesotho","Lesotho","Sub-Saharan Africa","Lower middle income","IDA"
"LSO",15,"No","How serious of a problem is pollution, such as the accumulation of trash or garbage, or damage to the quality of the air or water, in your community? Is it: [Read out options]",1,0,0,0,0,1,"Lesotho","Afrobarometer","governance","2022","","Lesotho","Lesotho","Sub-Saharan Africa","Lower middle income","IDA"
"LSO",22,"No","Natural resource extraction, such as mining, oil drilling, or wood harvesting, can have benefits, such as jobs and revenue. But it can also pose problems for nearby communities, such as pollution or deforestation. Please tell me whether you agree or disagree with each of the following statements: [Probe for strength of opinion] C. Local communities currently receive a fair share of the revenue from natural resource extraction that takes place near their communities.",0,0,1,0,0,0,"Lesotho","Afrobarometer","governance","2022","","Lesotho","Lesotho","Sub-Saharan Africa","Lower middle income","IDA"
"LSO",20,"No","Natural resource extraction, such as mining, oil drilling, or wood harvesting, can have benefits, such as jobs and revenue. But it can also pose problems for nearby communities, such as pollution or deforestation. Please tell me whether you agree or disagree with each of the following statements: [Probe for strength of opinion] A. In this country, natural resource extraction should be more tightly regulated by government to reduce the negative impacts on the environment.",0,0,1,0,0,0,"Lesotho","Afrobarometer","governance","2022","","Lesotho","Lesotho","Sub-Saharan Africa","Lower middle income","IDA"
"LSO",16,"Yes","Which of the following is the most important environmental issue in your community today? [Read out options. If respondent mentions more than one, ask: Which of those is the most important problem?]",1,0,0,0,1,1,"Lesotho","Afrobarometer","governance","2022","","Lesotho","Lesotho","Sub-Saharan Africa","Lower middle income","IDA"
"LSO",23,"No","Natural resource extraction, such as mining, oil drilling, or wood harvesting, can have benefits, such as jobs and revenue. But it can also pose problems for nearby communities, such as pollution or deforestation. Please tell me whether you agree or disagree with each of the following statements: [Probe for strength of opinion] D. In general, the benefits of resource extraction activities to local communities, such as jobs and revenue, outweigh the costs, such as pollution.",0,0,0,0,1,0,"Lesotho","Afrobarometer","governance","2022","","Lesotho","Lesotho","Sub-Saharan Africa","Lower middle income","IDA"
"LTU",146,"Yes","What do you think should be the main priorities of this new strategy?",0,0,1,0,1,1,"Lithuania","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Lithuania","Lithuania","Europe & Central Asia","High income",""
"LTU",127,"Yes","How much impact do you think each of the following has on air quality in (OUR COUNTRY)? Does it have a large impact, a moderate impact, a little impact or no impact at all? - Emissions from cars and trucks",1,0,0,0,0,1,"Lithuania","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Lithuania","Lithuania","Europe & Central Asia","High income",""
"LTU",144,"Yes","Do you think the EU should propose additional measures to address air quality-related 
problems in Europe?",0,0,1,0,0,1,"Lithuania","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Lithuania","Lithuania","Europe & Central Asia","High income",""
"LTU",115,"Yes","There are different ways to reduce harmful emissions into the air. In order to reduce such emissions, have you done any of the 
following in the last two years?",0,1,0,0,0,1,"Lithuania","Eurobarometer 97.2","air pollution","2022","","Lithuania","Lithuania","Europe & Central Asia","High income",""
"LTU",104,"Yes","Would you say that the following consequence of air pollution is a very serious problem, a fairly serious problem, not a very serious 
problem or not a serious problem at all in (OUR COUNTRY)? - Cardiovascular diseases (heart diseases)",1,0,0,1,0,1,"Lithuania","Eurobarometer 97.2","air pollution","2022","","Lithuania","Lithuania","Europe & Central Asia","High income",""
"LTU",145,"Yes","The EU is analysing the current EU air quality policy with a view to publish a new Strategy – a 
Thematic Strategy on Air Pollution – before the end of 2013. Are you aware of this?",0,0,1,0,0,1,"Lithuania","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Lithuania","Lithuania","Europe & Central Asia","High income",""
"LTU",172,"Yes","There are different ways to reduce harmful emissions into the air. In order to reduce such emissions, have you done any of the 
following in the last two years?",0,1,0,0,0,1,"Lithuania","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Lithuania","Lithuania","Europe & Central Asia","High income",""
"LTU",171,"Yes","In your opinion, at what level should the issue of air pollution be addressed?",0,0,1,0,0,1,"Lithuania","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Lithuania","Lithuania","Europe & Central Asia","High income",""
"LTU",134,"Yes","And then?",1,0,0,0,0,1,"Lithuania","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Lithuania","Lithuania","Europe & Central Asia","High income",""
"LTU",173,"Yes","The European Union has developed an extensive body of legislation which establishes health based standards and objectives for a 
number of pollutants in air, called 'EU air quality standards' - Have you heard of the EU air quality standards?",1,0,1,0,0,1,"Lithuania","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Lithuania","Lithuania","Europe & Central Asia","High income",""
"LTU",128,"Yes","How much impact do you think each of the following has on air quality in (OUR COUNTRY)? Does it have a large impact, a moderate impact, a little impact or no impact at all? - emissions from international transport (e.g. ships and airplanes)",1,0,0,0,0,1,"Lithuania","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Lithuania","Lithuania","Europe & Central Asia","High income",""
"LTU",3,"Yes","In general, do you think that air pollution caused by industry is …",1,0,0,0,0,1,"Lithuania","ISSP","environment","2020","1993; 2000; 2010","Lithuania","Lithuania","Europe & Central Asia","High income",""
"LTU",116,"Yes","The European Union has developed an extensive body of legislation which establishes health based standards and objectives for a 
number of pollutants in air, called 'EU air quality standards' - Have you heard of the EU air quality standards?",1,0,1,0,0,1,"Lithuania","Eurobarometer 97.2","air pollution","2022","","Lithuania","Lithuania","Europe & Central Asia","High income",""
"LTU",2,"Yes","In general, do you think that air pollution caused by cars is …",1,0,0,0,0,1,"Lithuania","ISSP","environment","2020","1993; 2000; 2010","Lithuania","Lithuania","Europe & Central Asia","High income",""
"LTU",147,"Yes","The European Union has developed an extensive body of legislation which establishes health 
based standards and objectives for a number of pollutants in air, called ‘EU air quality 
standards’ - Have you heard of the EU air quality standards",1,0,1,0,0,1,"Lithuania","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Lithuania","Lithuania","Europe & Central Asia","High income",""
"LTU",141,"Yes","In your opinion, is each of the following currently doing too much, doing about the right 
amount or not doing enough to promote good air quality in (OUR COUNTRY)? - public authorities",0,0,1,0,1,1,"Lithuania","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Lithuania","Lithuania","Europe & Central Asia","High income",""
"LTU",119,"Yes","Do you think that, over the last 10 years, the air quality in (OUR COUNTRY) has …?",1,0,0,0,0,1,"Lithuania","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Lithuania","Lithuania","Europe & Central Asia","High income",""
"LTU",160,"Yes","Would you say that the following consequence of air pollution is a very serious problem, a fairly serious problem, not a very serious 
problem or not a serious problem at all in (OUR COUNTRY)? - Respiratory diseases (eg. Lung diseases)",1,0,0,1,0,1,"Lithuania","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Lithuania","Lithuania","Europe & Central Asia","High income",""
"LTU",129,"Yes","How much impact do you think each of the following has on air quality in (OUR COUNTRY)? Does it have a large impact, a moderate impact, a little impact or no impact at all? - Emissions from industrial production (steel, cement, pulp and paper etc) and from fossil fuel power stations",1,0,0,0,0,1,"Lithuania","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Lithuania","Lithuania","Europe & Central Asia","High income",""
"LTU",143,"Yes","In your opinion, how can air pollution challenges be best addressed?",0,0,1,0,0,1,"Lithuania","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Lithuania","Lithuania","Europe & Central Asia","High income",""
"LTU",131,"Yes","Which of the following car fuel systems do you consider the most environmentally friendly 
from an air quality perspective? Firstly?",1,0,0,0,0,1,"Lithuania","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Lithuania","Lithuania","Europe & Central Asia","High income",""
"LTU",138,"Yes","In your opinion, is each of the following currently doing too much, doing about the right 
amount or not doing enough to promote good air quality in (OUR COUNTRY)? - farmers",0,0,0,0,1,1,"Lithuania","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Lithuania","Lithuania","Europe & Central Asia","High income",""
"LTU",135,"Yes","There are different ways to reduce harmful emissions to air. In order to reduce these problems 
have you done any of the following in the last two years",0,1,0,0,0,1,"Lithuania","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Lithuania","Lithuania","Europe & Central Asia","High income",""
"LTU",148,"Yes","Do you believe that the existing EU air quality standards are adequate or not",0,0,1,0,0,1,"Lithuania","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Lithuania","Lithuania","Europe & Central Asia","High income",""
"LTU",136,"Yes","In your opinion, which of the following would be the most effective ways of tackling air-related 
problems? ( MAX 3 ANSWERS)",0,0,1,0,0,1,"Lithuania","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Lithuania","Lithuania","Europe & Central Asia","High income",""
"LTU",164,"Yes","In your opinion, which of the following are or would be the most effective ways of tackling problems of air quality",0,0,1,0,0,1,"Lithuania","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Lithuania","Lithuania","Europe & Central Asia","High income",""
"LTU",113,"Yes","In your opinion, is each of the following currently doing too much, doing about the right amount or not doing enough to promote good 
air quality in (OUR COUNTRY)? - Employers (e.g. enabling more sustainable commuting such as biking, public transport, etc.",0,0,0,0,1,1,"Lithuania","Eurobarometer 97.2","air pollution","2022","","Lithuania","Lithuania","Europe & Central Asia","High income",""
"LTU",130,"Yes","Which of the following do you believe are the main threats to air quality in (OUR COUNTRY)? (MAX 3 ANSWERS)",1,0,0,0,0,1,"Lithuania","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Lithuania","Lithuania","Europe & Central Asia","High income",""
"LTU",126,"Yes","How much impact do you think each of the following has on air quality in (OUR COUNTRY)? Does it have a large impact, a moderate impact, a little impact or no impact at all? - Agriculture – emissions from farms, fertilizers and burning of agricultural waste",1,0,0,0,0,1,"Lithuania","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Lithuania","Lithuania","Europe & Central Asia","High income",""
"LTU",118,"Yes","How informed do you feel about air quality problems in (OUR COUNTRY)",1,0,0,0,0,1,"Lithuania","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Lithuania","Lithuania","Europe & Central Asia","High income",""
"LTU",174,"Yes","The existing EU air quality standards date from 2004 and 2008. They are overall not as strict as the latest recommendations by the 
World Health Organization (WHO) of 2021 on air quality - Do you believe that the existing EU air quality standards are adequate or not?",0,0,1,0,1,0,"Lithuania","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Lithuania","Lithuania","Europe & Central Asia","High income",""
"LTU",140,"Yes","In your opinion, is each of the following currently doing too much, doing about the right 
amount or not doing enough to promote good air quality in (OUR COUNTRY)? - car manufacturers",0,0,0,0,1,1,"Lithuania","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Lithuania","Lithuania","Europe & Central Asia","High income",""
"LTU",159,"Yes","Do you think that, over the last 10 years, the air quality in (OUR COUNTRY) has …?",1,0,0,0,0,1,"Lithuania","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Lithuania","Lithuania","Europe & Central Asia","High income",""
"LTU",1,"Yes","Here is a list of some different environmental problems. Which problem; if any; do you think is the most important for [COUNTRY] as a whole?",1,0,0,0,1,1,"Lithuania","ISSP","environment","2020","2010","Lithuania","Lithuania","Europe & Central Asia","High income",""
"LTU",125,"Yes","How much impact do you think each of the following has on air quality in (OUR COUNTRY)? Does it have a large impact, a moderate impact, a little impact or no impact at all? - Residential energy use (e.g. coal and wood for heating of individual households)",1,0,0,0,0,1,"Lithuania","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Lithuania","Lithuania","Europe & Central Asia","High income",""
"LTU",137,"Yes","In your opinion, is each of the following currently doing too much, doing about the right 
amount or not doing enough to promote good air quality in (OUR COUNTRY)? - households",0,0,0,0,1,1,"Lithuania","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Lithuania","Lithuania","Europe & Central Asia","High income",""
"LTU",158,"Yes","How informed do you feel about air quality problems in (OUR COUNTRY)",1,0,0,0,0,1,"Lithuania","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Lithuania","Lithuania","Europe & Central Asia","High income",""
"LTU",149,"Yes","The ‘National Emission Ceilings’ Directive of the European Parliament and the Conucil set 
ceilings for the total emissions from each country of the main air pollutants (e.g.: sulphur 
dioxide, nitrogen oxides, ammonia and volatile organic compounds). - Have you heard of National Emission Ceilings directive?",1,0,1,0,0,1,"Lithuania","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Lithuania","Lithuania","Europe & Central Asia","High income",""
"LTU",105,"Yes","Would you say that the following consequence of air pollution is a very serious problem, a fairly serious problem, not a very serious 
problem or not a serious problem at all in (OUR COUNTRY)? - asthma",1,0,0,1,0,1,"Lithuania","Eurobarometer 97.2","air pollution","2022","","Lithuania","Lithuania","Europe & Central Asia","High income",""
"LTU",161,"Yes","Would you say that the following consequence of air pollution is a very serious problem, a fairly serious problem, not a very serious 
problem or not a serious problem at all in (OUR COUNTRY)? - Cardiovascular diseases (heart diseases)",1,0,0,1,0,1,"Lithuania","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Lithuania","Lithuania","Europe & Central Asia","High income",""
"LTU",101,"Yes","How informed do you feel about air quality problems in (OUR COUNTRY)",1,0,0,0,0,1,"Lithuania","Eurobarometer 97.2","air pollution","2022","","Lithuania","Lithuania","Europe & Central Asia","High income",""
"LTU",139,"Yes","In your opinion, is each of the following currently doing too much, doing about the right 
amount or not doing enough to promote good air quality in (OUR COUNTRY)? - energy producers",0,0,0,0,1,1,"Lithuania","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Lithuania","Lithuania","Europe & Central Asia","High income",""
"LTU",162,"Yes","Would you say that the following consequence of air pollution is a very serious problem, a fairly serious problem, not a very serious 
problem or not a serious problem at all in (OUR COUNTRY)? - asthma",1,0,0,1,0,1,"Lithuania","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Lithuania","Lithuania","Europe & Central Asia","High income",""
"LTU",106,"Yes","Would you say that the following consequence of air pollution is a very serious problem, a fairly serious problem, not a very serious 
problem or not a serious problem at all in (OUR COUNTRY)? - acidification (Acidification (known as acid rain, affecting forests etc.) and eutrophication (increase of organic matter in an ecosystem, such as excessive growth of algae causing fish die-offs in rivers or lakes)",1,0,0,0,0,1,"Lithuania","Eurobarometer 97.2","air pollution","2022","","Lithuania","Lithuania","Europe & Central Asia","High income",""
"LTU",142,"Yes","Do you agree with the ""Polluters Pays Principle""?",0,0,1,0,0,1,"Lithuania","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Lithuania","Lithuania","Europe & Central Asia","High income",""
"LTU",12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,0,0,0,0,1,"Lithuania","European Quality of Life Survey","life","2016","2003; 2007; 2011","Lithuania","Lithuania","Europe & Central Asia","High income",""
"LTU",132,"Yes","And then?",1,0,0,0,0,1,"Lithuania","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Lithuania","Lithuania","Europe & Central Asia","High income",""
"LTU",117,"Yes","The existing EU air quality standards date from 2004 and 2008. They are overall not as strict as the latest recommendations by the 
World Health Organization (WHO) of 2021 on air quality - Do you believe that the existing EU air quality standards are adequate or not?",0,0,1,0,0,1,"Lithuania","Eurobarometer 97.2","air pollution","2022","","Lithuania","Lithuania","Europe & Central Asia","High income",""
