"ID","Perceptions","Priority","Policy","Health","Behavior","None","reader","Title"
592,1,0,0,0,1,0,"ChatGPT","The Discussion on the relationship among indoor air quality, environmental cognition and user's behaviour"
594,1,0,0,0,1,0,"ChatGPT","The Effect of Perceived Threats and Response Efficacy on Adaptation to Smog: An Instrumental Variables Design"
595,1,0,0,1,0,0,"ChatGPT","The Effects of Opening Windows Behavior on Indoor Air Quality of a Newly Decorated Office Building"
596,1,0,0,1,0,0,"ChatGPT","The Effects of Risk Perceptions Related to Particulate Matter on Outdoor Activity Satisfaction in South Korea"
597,0,0,0,1,0,0,"ChatGPT","The Effects of Social, Personal, and Behavioral Risk Factors and PM2.5 on Cardio-Metabolic Disparities in a Cohort of Community Health Center Patients"
598,1,0,0,0,0,0,"ChatGPT","The Home Halo Effect: how Air Quality Perception is Influenced by Place Attachment"
599,1,0,0,0,0,0,"ChatGPT","The Impact of Air Pollution Perception on Urban Settlement Intentions of Young Talent in China"
600,1,0,0,0,1,0,"ChatGPT","The Impact of an Authoritarian Personality on Pro-Environmental Behaviour for Air Pollution Mitigation through Interactions with Social Norms"
602,0,0,1,0,0,0,"ChatGPT","The Influence of Air Pollution on Happiness and Willingness to Pay for Clean Air in the Bohai Rim Area of China"
603,1,0,0,1,1,0,"ChatGPT","The Link between Knowledge, Attitudes and Practices in Relation to Atmospheric Haze Pollution in Peninsular Malaysia"
604,1,0,0,0,0,0,"ChatGPT","The Project of Air Pollution Awareness: Interdisciplinary Community Service Practices"
605,1,0,0,0,0,0,"ChatGPT","The Reemerging Concern over Air Pollution in China: the Smog of the State's Efforts to Guide Public Opinion"
607,0,0,0,1,0,0,"ChatGPT","The Role of Air Quality in Perception of Health of the Local Population"
608,0,0,0,0,1,0,"ChatGPT","The State of Air Pollution as a Factor Determining the Assessment of a City's Tourist Attractiveness-Based on the Opinions of Polish Respondents"
609,0,0,0,0,1,0,"ChatGPT","The Theory of Planned Behavior to Predict Protective Behavioral Intentions against PM2.5 in Parents of Young Children from Urban and Rural Beijing, China"
610,0,0,1,0,0,0,"ChatGPT","The ancillary carbon benefits of SO2 reductions from a small-boiler policy in Taiyuan, PRC"
611,1,0,0,1,0,0,"ChatGPT","The effect of PM2.5 exposure and risk perception on the mental stress of Nanjing citizens in China"
612,1,0,0,0,1,0,"ChatGPT","The effect of selected factors on adaptive behavioural responses to urban air pollution in Malaysia"
613,0,0,0,1,0,0,"ChatGPT","The effect of ventilation system cleaning on indoor air quality and perceived work environment in office buildings; [Ilmanvaihtojärjestelmien puhdistuksen vaikutus toimistorakennusten sisäilman laatuun ja työntekijöiden työoloihin]"
615,1,0,0,0,0,0,"ChatGPT","The general public's perception of air quality"
616,0,0,0,1,0,0,"ChatGPT","The health impacts of two policies regulating SO2 air pollution: Evidence from China"
617,1,0,0,0,1,0,"ChatGPT","The health policy implications of individual adaptive behavior responses to smog pollution in urban China"
618,1,0,1,0,1,0,"ChatGPT","The human dimensions of pollution policy implementation: Air quality in rural China"
619,0,0,0,0,1,0,"ChatGPT","The impact of air pollution on behavior changes and outdoor recreation in Chinese cities"
620,0,0,0,0,1,0,"ChatGPT","The impact of air pollution on environmentally friendly behavior: evidence from China"
621,1,0,1,1,0,0,"ChatGPT","The impact of health information dissemination on public awareness of air pollution risk"
622,0,0,0,1,1,0,"ChatGPT","The impact of life behavior and environment on particulate matter in chronic obstructive pulmonary disease"
623,1,0,0,0,0,0,"ChatGPT","The impact of perceived air pollution on labour supply: Evidence from China"
624,1,1,0,0,0,0,"ChatGPT","The impact of severe air pollution in January 2013 in Beijing on sustained elevation of public environmental concern"
628,1,0,0,0,0,0,"ChatGPT","The influence of green areas on city-dwellers' perceptions of air pollution: The case of Nigde city center"
629,1,0,0,0,0,0,"ChatGPT","The interplay between air pollution, built environment, and physical activity: Perceptions of children and youth in rural and urban India"
632,1,0,0,1,0,0,"ChatGPT","The mediating role of risk perception in the association between industry-related air pollution and health"
634,1,0,0,1,0,0,"ChatGPT","The power of perception: Health risk attributed to air pollution in an urban industrial neighbourhood"
635,0,0,1,0,0,0,"ChatGPT","The public perceptions and willingness to pay: from the perspective of the smog crisis in China"
636,1,0,0,1,1,0,"ChatGPT","The role of air quality for reaching tourism environmental sustainability: A segmentation approach based on visitors' pro-environmental behaviors"
637,0,0,0,1,0,0,"ChatGPT","The role of air quality in perception of health of the local population"
638,1,0,0,0,0,0,"ChatGPT","The role of differences in individual and community attributes in perceived air quality"
640,1,0,0,1,0,0,"ChatGPT","The role of perceived air pollution and health risk perception in health symptoms and disease: a population-based study combined with modelled levels of PM10"
641,1,0,0,1,0,0,"ChatGPT","The role of perceived pollution and health risk perception in annoyance and health symptoms: a population-based study of odorous air pollution"
642,0,0,0,0,1,0,"ChatGPT","The role of personal air pollution sensors and smartphone technology in changing travel behaviour"
646,1,0,0,0,1,0,"ChatGPT","Tourists' Perception of Haze Pollution and the Potential Impacts on Travel: Reshaping the Features of Tourism Seasonality in Beijing, China"
648,1,0,0,1,0,0,"ChatGPT","Traffic-related air pollution and perceived health risk: Lay assessment of an everyday hazard"
650,1,0,0,1,1,0,"ChatGPT","Treatment of Particulate Matter Pollution: People's Attitude and Readiness to Act"
651,1,0,0,0,0,0,"ChatGPT","Trust is in the air: pollution and Chinese citizens' attitudes towards local, regional and central levels of government"
654,1,0,0,1,0,0,"ChatGPT","Understanding Perceptions of Health Risk and Behavioral Responses to Air Pollution in the State of Utah (USA)"
655,1,0,0,0,1,0,"ChatGPT","Understanding factors influencing adoption of air pollution protective measures using the knowledge-attitude-behavior model"
656,1,0,0,0,0,0,"ChatGPT","Unmasking air quality: A novel image-based approach to align public perception with pollution levels"
657,1,0,0,0,1,0,"ChatGPT","Unraveling the nexus: exploring the interplay of mass media, personality traits and social norms in fostering protective behavior against smog"
658,1,0,0,0,0,0,"ChatGPT","Unveiling Spatial Patterns of Exposure and Risk Perception to Air Pollution: A Case Study in Chilean Patagonia"
659,1,0,0,1,0,0,"ChatGPT","Unveiling the Air Quality Impacts of Municipal Solid Waste Disposal: An Integrative Study of On-Site Measurements and Community Perceptions"
661,1,0,0,0,0,0,"ChatGPT","Urban air pollution in China: destination image and risk perceptions"
662,1,0,0,0,0,0,"ChatGPT","Urban air quality in north-east England: Exploring the influences on local views and perceptions"
663,1,0,0,0,1,0,"ChatGPT","Urban and rural inequality in knowledge, attitude and practice on haze pollution episode in Klang Valley, Malaysia"
664,1,0,0,0,1,0,"ChatGPT","Use of a Remote Car Starter in Relation to Smog and Climate Change Perceptions: A Population Survey in Quebec (Canada)"
667,0,0,0,1,0,0,"ChatGPT","Using Parametric g-Computation to Estimate the Effect of Long-Term Exposure to Air Pollution on Mortality Risk and Simulate the Benefits of Hypothetical Policies: The Canadian Community Health Survey Cohort (2005 to 2015)"
669,1,0,0,1,1,0,"ChatGPT","Using the health beliefs model to explore children's attitudes and beliefs on air pollution"
671,1,0,0,0,0,0,"ChatGPT","Verification of the Perception of the Local Community concerning Air Quality Using ADMS-Roads Modeling"
672,0,0,0,0,1,0,"ChatGPT","Visitors' behavioural intention towards an episode of air pollution: a segmentation analysis"
673,0,0,1,0,0,0,"ChatGPT","WILLINGNESS TO PAY FOR AIR QUALITY IMPROVEMENTS FROM USING ELECTRIC JEEPNEYS IN METRO MANILA"
674,0,0,1,0,0,0,"ChatGPT","WILLINGNESS-TO-PAY FOR AIR-QUALITY - THE CASE OF OUTDOOR EXERCISE"
675,1,0,0,1,1,0,"ChatGPT","Wearing masks as a protective measure for children against traffic-related air pollution: A comparison of perceptions between school children and their caregivers in Ho Chi Minh City, Vietnam"
677,1,0,0,1,1,0,"ChatGPT","What Predicts Korean Citizens' Mask-Wearing Behaviors? Health Beliefs and Protective Behaviors against Particulate Matter"
680,1,0,0,0,0,0,"ChatGPT","What is the role of activism in air pollution politics? Understanding policy change in Poland"
683,1,0,0,0,1,0,"ChatGPT","When air quality matters: awareness, perception, and attitude of the residents in Metro Manila, Philippines"
684,1,0,0,0,1,0,"ChatGPT","When narratives speak louder than numbers: the effects of narrative persuasion across the stages of behavioural change to reduce air pollution"
685,1,0,0,0,0,0,"ChatGPT","When you breathe, your heart breaks: air pollution, environmental awareness, and political trust in China"
686,0,0,1,0,0,0,"ChatGPT","Who counts in evaluating the effects of air pollution policies on households? Non-market valuation in the presence of dependencies"
687,1,0,0,1,0,0,"ChatGPT","Who is susceptible to perceive higher smog-induced health risk? Comparative analysis between physical and mental health dimensions"
689,0,0,1,0,0,0,"ChatGPT","Will information interventions affect public preferences and willingness to pay for air quality improvement? An empirical study based on deliberative choice experiment"
690,0,0,1,0,0,0,"ChatGPT","Willingness to Pay for Improved Air Quality and Influencing Factors among Manufacturing Workers in Nanchang, China"
691,0,0,1,0,0,0,"ChatGPT","Willingness to Pay for Substituting Coal with Natural Gas-Based Combined Heat and Power in South Korea: A View from Air Pollutants Emissions Mitigation"
692,0,0,1,0,0,0,"ChatGPT","Willingness to pay for better air quality in the face of industrial emissions pollution in Venezuela"
693,1,0,1,0,1,0,"ChatGPT","Willingness to pay for environmental protection in China: Air pollution, perception, and government involvement"
694,0,0,1,0,0,0,"ChatGPT","Willingness to pay for reducing fatal risk by improving air quality: A contingent valuation study in Chongqing, China"
695,0,0,1,0,0,0,"ChatGPT","Willingness to pay for reducing the risk of premature mortality attributed to air pollution: a contingent valuation study for Greece"
696,0,0,1,0,0,0,"ChatGPT","Willingness to pay for reduction in air pollution: a multilevel analysis"
697,0,0,1,0,0,0,"ChatGPT","Willingness to pay to control PM2.5 pollution in Jing-Jin-Ji Region, China"
699,0,0,1,0,0,0,"ChatGPT","Willingness to pay to reduce health risks related to air quality: evidence from a choice experiment survey in Beijing"
700,0,0,1,0,0,0,"ChatGPT","Willingness-to-pay for a Haze Adaptation Program and a Haze Eradication Program in Singapore: The 2015 Transboundary Haze"
701,1,0,0,0,0,0,"ChatGPT","Winter Thermal Comfort and Perceived Air Quality: A Case Study of Primary Schools in Severe Cold Regions in China"
702,1,0,1,0,0,0,"ChatGPT","Would it be better to not talk about climate change? The impact of climate change and air pollution frames on support for regulating power plant emissions"
703,0,0,0,0,1,0,"ChatGPT","Young people's behaviour intentions towards reducing PM2.5 in China: Extending the theory of planned behaviour"
704,1,0,0,1,0,0,"ChatGPT","‘Incense is the one that keeps the air fresh’: indoor air quality perceptions and attitudes towards health risk"
705,0,0,0,0,1,0,"ChatGPT","“Passing the test” – human behavior and california’s smog check program"
